indexInDoc	indexInText	token	taggerPOS	goldPOS	correct?
837	946	decrease	VB	VB	YES
838	947	with	IN	IN	YES
839	948	the	DT	DT	YES
840	949	distance	NN	NN	YES
841	951	The	DT	DT	YES
842	952	mathematical	JJ	JJ	YES
843	953	expression	NN	NN	YES
844	954	of	IN	IN	YES
845	955	this	DT	DT	YES
846	956	law	NN	NN	YES
847	957	resembles	VBZ	VBZ	YES
848	958	Newtons	JJ	??	NO
849	959	law	NN	NN	YES
850	960	of	IN	IN	YES
851	961	gravity	NN	NN	YES
852	963	which	WDT	WDT	YES
853	964	explains	VBZ	VBZ	YES
854	965	its	PRP$	PRP$	YES
855	966	name	NN	NN	YES
856	968	Another	DT	DT	YES
857	969	popular	JJ	JJ	YES
858	970	approach	NN	NN	YES
859	971	is	VBZ	VBZ	YES
860	972	inspired	VBN	VBN	YES
861	973	by	IN	IN	YES
862	974	the	DT	DT	YES
863	975	theory	NN	NN	YES
864	976	of	IN	IN	YES
865	977	intervening	JJ	VBG	NO
866	978	opportunities	NNS	NNS	YES
867	979	and	CC	CC	YES
868	980	it	PRP	PRP	YES
869	981	has	VBZ	VBZ	YES
870	982	been	VBN	VBN	YES
871	983	concreted	VBN	VBN	YES
872	984	into	IN	IN	YES
873	985	the	DT	DT	YES
874	987	radiation	NN	NN	YES
875	988	models	NNS	NNS	YES
876	990	Individuals	NNS	NNS	YES
877	991	are	VBP	VBP	YES
878	992	supposed	VBN	VBN	YES
879	993	to	TO	TO	YES
880	994	travel	VB	VB	YES
881	995	until	IN	IN	YES
882	996	they	PRP	PRP	YES
883	997	find	VBP	VBP	YES
884	998	a	DT	DT	YES
885	999	job	NN	NN	YES
886	1000	opportunity	NN	NN	YES
887	1002	so	IN	IN	YES
888	1003	the	DT	DT	YES
889	1004	population	NN	NN	YES
890	1005	and	CC	CC	YES
891	1006	jobs	NNS	NNS	YES
892	1007	spatial	JJ	JJ	YES
893	1008	distributions	NNS	NNS	YES
894	1009	naturally	RB	RB	YES
895	1010	lead	VBP	VBP	YES
896	1011	to	TO	TO	YES
897	1012	a	DT	DT	YES
898	1013	trip	NN	NN	YES
899	1014	flow	NN	NN	YES
900	1015	network	NN	NN	YES
901	1017	In	IN	IN	YES
902	1018	this	DT	DT	YES
903	1019	paper	NN	NN	YES
904	1021	we	PRP	PRP	YES
905	1022	perform	VBP	VBP	YES
906	1023	a	DT	DT	YES
907	1024	thorough	JJ	JJ	YES
908	1025	comparison	NN	NN	YES
909	1026	between	IN	IN	YES
910	1027	the	DT	DT	YES
911	1028	gravity	NN	NN	YES
912	1029	and	CC	CC	YES
913	1030	the	DT	DT	YES
914	1031	radiation	NN	NN	YES
915	1032	approaches	NNS	NNS	YES
916	1033	in	IN	IN	YES
917	1034	their	PRP$	PRP$	YES
918	1035	ability	NN	NN	YES
919	1036	at	IN	IN	YES
920	1037	estimating	VBG	VBG	YES
921	1038	commuting	JJ	JJ	YES
922	1039	flows	NNS	NNS	YES
923	1041	We	PRP	PRP	YES
924	1042	test	VBP	VBP	YES
925	1043	the	DT	DT	YES
926	1044	gravity	NN	NN	YES
927	1045	and	CC	CC	YES
928	1046	the	DT	DT	YES
929	1047	radiation	NN	NN	YES
930	1048	laws	NNS	NNS	YES
931	1049	against	IN	IN	YES
932	1050	empirical	JJ	JJ	YES
933	1051	trip	NN	NN	YES
934	1052	data	NNS	NNS	YES
935	1053	at	IN	IN	YES
936	1054	different	JJ	JJ	YES
937	1055	scales	NNS	NNS	YES
938	1056	and	CC	CC	YES
939	1057	coming	VBG	VBG	YES
940	1058	from	IN	IN	YES
941	1059	different	JJ	JJ	YES
942	1060	countries	NNS	NNS	YES
943	1062	Different	JJ	JJ	YES
944	1063	versions	NNS	NNS	YES
945	1064	of	IN	IN	YES
946	1065	the	DT	DT	YES
947	1066	gravity	NN	NN	YES
948	1067	and	CC	CC	YES
949	1068	the	DT	DT	YES
950	1069	radiation	NN	NN	YES
951	1070	laws	NNS	NNS	YES
952	1071	are	VBP	VBP	YES
953	1072	used	VBN	VBN	YES
954	1073	to	TO	TO	YES
955	1074	estimate	VB	VB	YES
956	1075	the	DT	DT	YES
957	1076	probability	NN	NN	YES
958	1077	that	IN	IN	YES
959	1078	an	DT	DT	YES
960	1079	individual	NN	NN	YES
961	1080	has	VBZ	VBZ	YES
962	1081	to	TO	TO	YES
963	1082	commute	NN	VB	NO
964	1083	from	IN	IN	YES
965	1084	one	NN	??	NO
966	1085	unit	NN	NN	YES
967	1086	to	TO	TO	YES
968	1087	another	DT	DT	YES
969	1089	called	VBN	VBN	YES
970	1090	trip	NN	NN	YES
971	1091	distribution	NN	NN	YES
972	1092	law	NN	NN	YES
973	1094	Based	VBN	VBN	YES
974	1095	on	IN	IN	YES
975	1096	these	DT	DT	YES
976	1097	probability	NN	NN	YES
977	1098	distribution	NN	NN	YES
978	1099	the	DT	DT	YES
979	1100	commuting	NN	JJ	NO
980	1101	networks	NNS	NNS	YES
981	1102	are	VBP	VBP	YES
982	1103	simulated	VBN	VBN	YES
983	1104	with	IN	IN	YES
984	1105	different	JJ	JJ	YES
985	1106	trip	NN	NN	YES
986	1107	distribution	NN	NN	YES
987	1108	models	NNS	NNS	YES
988	1110	We	PRP	PRP	YES
989	1111	propose	VBP	VBP	YES
990	1112	a	DT	DT	YES
991	1113	simple	JJ	JJ	YES
992	1115	ansatz	NN	NN	YES
993	1116	to	TO	TO	YES
994	1117	study	VB	VB	YES
995	1118	phase	NN	NN	YES
996	1119	transitions	NNS	NNS	YES
997	1120	from	IN	IN	YES
998	1121	a	DT	DT	YES
999	1122	topological	JJ	JJ	YES
1000	1123	phase	NN	NN	YES
1001	1124	to	TO	TO	YES
1002	1125	a	DT	DT	YES
1003	1126	trivial	JJ	JJ	YES
1004	1127	phase	NN	NN	YES
1005	1129	We	PRP	PRP	YES
1006	1130	probe	VBP	VBP	YES
1007	1131	the	DT	DT	YES
1008	1132	efficiency	NN	NN	YES
1009	1133	of	IN	IN	YES
1010	1134	this	DT	DT	YES
1011	1135	approach	NN	NN	YES
1012	1136	by	IN	IN	YES
1013	1137	considering	VBG	VBG	YES
1014	1138	the	DT	DT	YES
1015	1140	model	NN	NN	YES
1016	1141	in	IN	IN	YES
1017	1142	the	DT	DT	YES
1018	1143	presence	NN	NN	YES
1019	1144	of	IN	IN	YES
1020	1145	a	DT	DT	YES
1021	1146	string	NN	NN	YES
1022	1147	tension	NN	NN	YES
1023	1148	for	IN	IN	YES
1024	1149	any	DT	DT	YES
1025	1150	anyon	NN	NN	YES
1026	1151	theory	NN	NN	YES
1027	1153	Such	JJ	PDT	NO
1028	1154	a	DT	DT	YES
1029	1155	perturbation	NN	NN	YES
1030	1156	is	VBZ	VBZ	YES
1031	1157	known	VBN	VBN	YES
1032	1158	to	TO	TO	YES
1033	1159	be	VB	VB	YES
1034	1160	responsible	JJ	JJ	YES
1035	1161	for	IN	IN	YES
1036	1162	a	DT	DT	YES
1037	1164	phase	NN	NN	YES
1038	1165	transition	NN	NN	YES
1039	1166	which	WDT	WDT	YES
1040	1167	is	VBZ	VBZ	YES
1041	1168	well	RB	RB	YES
1042	1169	described	VBN	VBN	YES
1043	1170	by	IN	IN	YES
1044	1171	the	DT	DT	YES
1045	1172	present	JJ	JJ	YES
1046	1173	variational	JJ	JJ	YES
1047	1174	setup	NN	NN	YES
1048	1176	We	PRP	PRP	YES
1049	1177	argue	VBP	VBP	YES
1050	1178	that	IN	IN	YES
1051	1180	results	NNS	NNS	YES
1052	1181	become	VBP	VBP	YES
1053	1182	exact	JJ	JJ	YES
1054	1183	in	IN	IN	YES
1055	1184	the	DT	DT	YES
1056	1185	limit	NN	NN	YES
1057	1186	of	IN	IN	YES
1058	1187	large	JJ	JJ	YES
1059	1188	total	JJ	JJ	YES
1060	1189	quantum	NN	JJ	NO
1061	1190	dimension	NN	NN	YES
1062	1192	PACS	NNP	NN	NO
1063	1193	numbers	NNS	NNS	YES
1064	1202	The	DT	DT	YES
1065	1203	blend	NN	NN	YES
1066	1204	of	IN	IN	YES
1067	1205	quantum	NN	JJ	NO
1068	1206	computation	NN	NN	YES
1069	1207	and	CC	CC	YES
1070	1208	of	IN	IN	YES
1071	1209	topological	JJ	JJ	YES
1072	1210	phases	NNS	NNS	YES
1073	1211	of	IN	IN	YES
1074	1212	matter	NN	NN	YES
1075	1213	1	IN	??	NO
1076	1215	have	VBP	VBP	YES
1077	1216	led	VBN	VBN	YES
1078	1217	to	TO	TO	YES
1079	1218	the	DT	DT	YES
1080	1219	idea	NN	NN	YES
1081	1220	of	IN	IN	YES
1082	1221	topological	JJ	JJ	YES
1083	1222	quantum	NN	JJ	NO
1084	1223	computation	NN	NN	YES
1085	1227	In	IN	IN	YES
1086	1228	this	DT	DT	YES
1087	1229	field	NN	NN	YES
1088	1231	the	DT	DT	YES
1089	1232	essential	JJ	JJ	YES
1090	1233	ingredient	NN	NN	YES
1091	1234	is	VBZ	VBZ	YES
1092	1235	the	DT	DT	YES
1093	1236	construction	NN	NN	YES
1094	1237	of	IN	IN	YES
1095	1238	physical	JJ	JJ	YES
1096	1239	systems	NNS	NNS	YES
1097	1240	sustaining	VBG	VBG	YES
1098	1241	exotic	JJ	JJ	YES
1099	1242	excitations	NNS	NNS	YES
1100	1243	known	VBN	VBN	YES
1101	1244	as	IN	IN	YES
1102	1246	anyons	NNS	NNS	YES
1103	1248	see	VB	VB	YES
1104	1249	Ref	NNP	NNP	YES
1105	1251	5	CD	CD	YES
1106	1253	for	IN	IN	YES
1107	1254	a	DT	DT	YES
1108	1255	review	NN	NN	YES
1109	1258	Being	VBG	VBG	YES
1110	1259	genuinely	RB	RB	YES
1111	1260	non	JJ	RB	NO
1112	1261	local	JJ	JJ	YES
1113	1263	these	DT	DT	YES
1114	1264	anyons	NNS	NNS	YES
1115	1265	allow	VBP	VBP	YES
1116	1266	for	IN	IN	YES
1117	1267	efficient	JJ	JJ	YES
1118	1268	storage	NN	NN	YES
1119	1269	and	CC	CC	YES
1120	1270	manipulation	NN	NN	YES
1121	1271	of	IN	IN	YES
1122	1272	quantum	NN	JJ	NO
1123	1273	information	NN	NN	YES
1124	1275	Indeed	RB	RB	YES
1125	1277	topologically	RB	RB	YES
1126	1278	ordered	VBN	JJ	NO
1127	1279	systems	NNS	NNS	YES
1128	1280	1	CC	??	NO
1129	1282	are	VBP	VBP	YES
1130	1283	stable	JJ	JJ	YES
1131	1284	under	IN	IN	YES
1132	1285	local	JJ	JJ	YES
1133	1286	perturbations	NNS	NNS	YES
1134	1287	6	IN	??	NO
1135	1289	and	CC	CC	YES
1136	1290	hence	RB	RB	YES
1137	1291	protected	VBN	VBN	YES
1138	1292	against	IN	IN	YES
1139	1293	undesirable	JJ	JJ	YES
1140	1294	effects	NNS	NNS	YES
1141	1295	such	JJ	JJ	YES
1142	1296	as	IN	IN	YES
1143	1297	decoherence	NN	NN	YES
1144	1299	However	RB	RB	YES
1145	1301	strong	JJ	JJ	YES
1146	1302	enough	RB	RB	YES
1147	1303	perturbations	NNS	NNS	YES
1148	1305	may	MD	MD	YES
1149	1306	drive	VB	VB	YES
1150	1307	the	DT	DT	YES
1151	1308	system	NN	NN	YES
1152	1309	to	TO	TO	YES
1153	1310	a	DT	DT	YES
1154	1311	non	JJ	JJ	YES
1155	1312	topological	JJ	JJ	YES
1156	1313	phase	NN	NN	YES
1157	1315	In	IN	IN	YES
1158	1316	recent	JJ	JJ	YES
1159	1317	years	NNS	NNS	YES
1160	1319	many	JJ	JJ	YES
1161	1320	works	NNS	NNS	YES
1162	1321	have	VBP	VBP	YES
1163	1322	been	VBN	VBN	YES
1164	1323	devoted	VBN	VBN	YES
1165	1324	to	TO	TO	YES
1166	1325	the	DT	DT	YES
1167	1326	study	NN	NN	YES
1168	1327	of	IN	IN	YES
1169	1328	this	DT	DT	YES
1170	1329	robustness	NN	NN	YES
1171	1330	in	IN	IN	YES
1172	1331	microscopic	JJ	JJ	YES
1173	1332	models	NNS	NNS	YES
1174	1334	Walking	VBG	VBG	YES
1175	1335	animals	NNS	NNS	YES
1176	1337	like	IN	IN	YES
1177	1338	stick	NN	NN	YES
1178	1339	insects	NNS	NNS	YES
1179	1341	cockroaches	NNS	NNS	YES
1180	1342	or	CC	CC	YES
1181	1343	ants	NNS	NNS	YES
1182	1345	demonstrate	VBP	VBP	YES
1183	1346	a	DT	DT	YES
1184	1347	fascinating	JJ	JJ	YES
1185	1348	range	NN	NN	YES
1186	1349	of	IN	IN	YES
1187	1350	locomotive	JJ	JJ	YES
1188	1351	abilities	NNS	NNS	YES
1189	1352	and	CC	CC	YES
1190	1353	complex	JJ	JJ	YES
1191	1354	behaviors	NNS	NNS	YES
1192	1356	The	DT	DT	YES
1193	1357	locomotive	JJ	JJ	YES
1194	1358	behaviors	NNS	NNS	YES
1195	1359	can	MD	MD	YES
1196	1360	consist	VB	VB	YES
1197	1361	of	IN	IN	YES
1198	1362	a	DT	DT	YES
1199	1363	variety	NN	NN	YES
1200	1364	of	IN	IN	YES
1201	1365	walking	VBG	VBG	YES
1202	1366	patterns	NNS	NNS	YES
1203	1367	along	IN	IN	YES
1204	1368	with	IN	IN	YES
1205	1369	adaptation	NN	NN	YES
1206	1370	that	WDT	WDT	YES
1207	1371	allow	VBP	VBP	YES
1208	1372	the	DT	DT	YES
1209	1373	animals	NNS	NNS	YES
1210	1374	to	TO	TO	YES
1211	1375	deal	VB	VB	YES
1212	1376	with	IN	IN	YES
1213	1377	changes	NNS	NNS	YES
1214	1378	in	IN	IN	YES
1215	1379	environmental	JJ	JJ	YES
1216	1380	conditions	NNS	NNS	YES
1217	1382	like	IN	IN	YES
1218	1383	uneven	JJ	JJ	YES
1219	1384	terrains	NNS	NNS	YES
1220	1386	gaps	NNS	NNS	YES
1221	1388	obstacles	NNS	NNS	YES
1222	1389	etc	FW	FW	YES
1223	1391	Biological	NNP	JJ	NO
1224	1392	study	NN	NN	YES
1225	1393	has	VBZ	VBZ	YES
1226	1394	revealed	VBN	VBN	YES
1227	1395	that	IN	IN	YES
1228	1396	such	JJ	JJ	YES
1229	1397	complex	JJ	JJ	YES
1230	1398	behaviors	NNS	NNS	YES
1231	1399	are	VBP	VBP	YES
1232	1400	a	DT	DT	YES
1233	1401	result	NN	NN	YES
1234	1402	of	IN	IN	YES
1235	1403	a	DT	DT	YES
1236	1404	combination	NN	NN	YES
1237	1405	of	IN	IN	YES
1238	1406	biomechanics	NNS	NNS	YES
1239	1407	and	CC	CC	YES
1240	1408	neural	JJ	JJ	YES
1241	1409	mechanism	NN	NN	YES
1242	1410	thus	RB	RB	YES
1243	1411	representing	VBG	VBG	YES
1244	1412	the	DT	DT	YES
1245	1413	true	JJ	JJ	YES
1246	1414	nature	NN	NN	YES
1247	1415	of	IN	IN	YES
1248	1416	embodied	VBN	JJ	NO
1249	1417	interactions	NNS	NNS	YES
1250	1419	While	IN	IN	YES
1251	1420	the	DT	DT	YES
1252	1421	biomechanics	NNS	NN	NO
1253	1422	helps	VBZ	VBZ	YES
1254	1423	maintain	VB	VB	YES
1255	1424	flexibility	NN	NN	YES
1256	1425	and	CC	CC	YES
1257	1426	sustain	VB	VB	YES
1258	1427	a	DT	DT	YES
1259	1428	variety	NN	NN	YES
1260	1429	of	IN	IN	YES
1261	1430	movements	NNS	NNS	YES
1262	1432	the	DT	DT	YES
1263	1433	neural	JJ	JJ	YES
1264	1434	mechanisms	NNS	NNS	YES
1265	1435	generate	VBP	VBP	YES
1266	1436	movements	NNS	NNS	YES
1267	1437	while	IN	IN	YES
1268	1438	making	VBG	VBG	YES
1269	1439	appropriate	JJ	JJ	YES
1270	1440	predictions	NNS	NNS	YES
1271	1441	crucial	JJ	JJ	YES
1272	1442	for	IN	IN	YES
1273	1443	achieving	VBG	VBG	YES
1274	1444	adaptation	NN	NN	YES
1275	1446	Such	JJ	JJ	YES
1276	1447	predictions	NNS	NNS	YES
1277	1448	or	CC	CC	YES
1278	1449	planning	NN	NN	YES
1279	1450	ahead	RB	RB	YES
1280	1451	can	MD	MD	YES
1281	1452	be	VB	VB	YES
1282	1453	achieved	VBN	VBN	YES
1283	1454	by	IN	IN	YES
1284	1455	way	NN	NN	YES
1285	1456	of	IN	IN	YES
1286	1457	internal	JJ	JJ	YES
1287	1458	models	NNS	NNS	YES
1288	1459	that	WDT	WDT	YES
1289	1460	are	VBP	VBP	YES
1290	1461	grounded	VBN	VBN	YES
1291	1462	in	IN	IN	YES
1292	1463	the	DT	DT	YES
1293	1464	overall	JJ	JJ	YES
1294	1465	behavior	NN	NN	YES
1295	1466	of	IN	IN	YES
1296	1467	the	DT	DT	YES
1297	1468	animal	NN	NN	YES
1298	1470	Inspired	VBN	VBN	YES
1299	1471	by	IN	IN	YES
1300	1472	these	DT	DT	YES
1301	1473	findings	NNS	NNS	YES
1302	1475	we	PRP	PRP	YES
1303	1476	present	VBP	VBP	YES
1304	1477	here	RB	RB	YES
1305	1479	an	DT	DT	YES
1306	1480	artificial	JJ	JJ	YES
1307	1482	walking	NN	NN	YES
1308	1483	system	NN	NN	YES
1309	1484	which	WDT	WDT	YES
1310	1485	effectively	RB	RB	YES
1311	1486	combines	VBZ	VBZ	YES
1312	1487	biomechanics	NNS	NNS	YES
1313	1489	in	IN	IN	YES
1314	1490	terms	NNS	NNS	YES
1315	1491	of	IN	IN	YES
1316	1492	the	DT	DT	YES
1317	1493	body	NN	NN	YES
1318	1494	and	CC	CC	YES
1319	1495	leg	NN	NN	YES
1320	1496	structures	NNS	NNS	YES
1321	1498	with	IN	IN	YES
1322	1499	the	DT	DT	YES
1323	1500	underlying	VBG	VBG	YES
1324	1501	neural	JJ	JJ	YES
1325	1502	mechanisms	NNS	NNS	YES
1326	1504	The	DT	DT	YES
1327	1505	neural	JJ	JJ	YES
1328	1506	mechanisms	NNS	NNS	YES
1329	1507	consist	VBP	VBP	YES
1330	1508	of	IN	IN	YES
1331	1509	1	CD	CD	YES
1332	1511	central	JJ	JJ	YES
1333	1512	pattern	NN	NN	YES
1334	1513	generator	NN	NN	YES
1335	1514	based	VBN	VBN	YES
1336	1515	control	NN	NN	YES
1337	1516	for	IN	IN	YES
1338	1517	generating	VBG	VBG	YES
1339	1518	basic	JJ	JJ	YES
1340	1519	rhythmic	JJ	JJ	YES
1341	1520	patterns	NNS	NNS	YES
1342	1521	and	CC	CC	YES
1343	1522	coordinated	JJ	VBN	NO
1344	1523	movements	NNS	NNS	YES
1345	1525	2	CD	??	NO
1346	1527	distributed	VBN	VBN	YES
1347	1529	at	IN	IN	YES
1348	1530	each	DT	DT	YES
1349	1531	leg	NN	NN	YES
1350	1533	recurrent	JJ	JJ	YES
1351	1534	neural	JJ	JJ	YES
1352	1535	network	NN	NN	YES
1353	1536	based	VBN	VBN	YES
1354	1537	adaptive	VBP	JJ	NO
1355	1538	forward	RB	JJ	NO
1356	1539	models	NNS	NNS	YES
1357	1540	with	IN	IN	YES
1358	1541	efference	NN	NN	YES
1359	1542	copies	NNS	NNS	YES
1360	1543	as	IN	IN	YES
1361	1544	internal	JJ	JJ	YES
1362	1545	models	NNS	NNS	YES
1363	1546	for	IN	IN	YES
1364	1547	sensory	JJ	JJ	YES
1365	1548	predictions	NNS	NNS	YES
1366	1549	and	CC	CC	YES
1367	1550	instantaneous	JJ	JJ	YES
1368	1551	state	NN	NN	YES
1369	1552	estimations	NNS	NNS	YES
1370	1554	and	CC	CC	YES
1371	1555	3	CD	??	NO
1372	1557	searching	VBG	VBG	YES
1373	1558	and	CC	CC	YES
1374	1559	elevation	NN	NN	YES
1375	1560	control	NN	NN	YES
1376	1561	for	IN	IN	YES
1377	1562	adapting	VBG	VBG	YES
1378	1563	the	DT	DT	YES
1379	1564	movement	NN	NN	YES
1380	1565	of	IN	IN	YES
1381	1566	an	DT	DT	YES
1382	1567	individual	JJ	JJ	YES
1383	1568	leg	NN	NN	YES
1384	1569	to	TO	TO	YES
1385	1570	deal	VB	VB	YES
1386	1571	with	IN	IN	YES
1387	1572	different	JJ	JJ	YES
1388	1573	environmental	JJ	JJ	YES
1389	1574	conditions	NNS	NNS	YES
1390	1576	Perceptual	JJ	JJ	YES
1391	1577	similarity	NN	NN	YES
1392	1578	is	VBZ	VBZ	YES
1393	1579	a	DT	DT	YES
1394	1580	cognitive	JJ	JJ	YES
1395	1581	judgment	NN	NN	YES
1396	1582	that	WDT	WDT	YES
1397	1583	represents	VBZ	VBZ	YES
1398	1584	the	DT	DT	YES
1399	1586	of	IN	IN	YES
1400	1587	a	DT	DT	YES
1401	1588	complex	JJ	JJ	YES
1402	1589	cascade	NN	NN	YES
1403	1590	of	IN	IN	YES
1404	1591	hierarchical	JJ	JJ	YES
1405	1592	processing	NN	NN	YES
1406	1593	throughout	IN	IN	YES
1407	1594	visual	JJ	JJ	YES
1408	1595	cortex	NN	NN	YES
1409	1597	Although	IN	IN	YES
1410	1598	it	PRP	PRP	YES
1411	1599	is	VBZ	VBZ	YES
1412	1600	intuitive	JJ	JJ	YES
1413	1601	that	IN	IN	YES
1414	1602	visual	JJ	JJ	YES
1415	1603	objects	NNS	NNS	YES
1416	1604	that	WDT	WDT	YES
1417	1605	appear	VBP	VBP	YES
1418	1606	similar	JJ	JJ	YES
1419	1607	may	MD	MD	YES
1420	1608	share	VB	VB	YES
1421	1609	similar	JJ	JJ	YES
1422	1610	underlying	VBG	JJ	NO
1423	1611	patterns	NNS	NNS	YES
1424	1612	of	IN	IN	YES
1425	1613	neural	JJ	JJ	YES
1426	1614	activation	NN	NN	YES
1427	1616	a	DT	DT	YES
1428	1617	direct	JJ	JJ	YES
1429	1618	mapping	NN	NN	YES
1430	1619	between	IN	IN	YES
1431	1620	perceptual	JJ	JJ	YES
1432	1621	similarity	NN	NN	YES
1433	1622	and	CC	CC	YES
1434	1623	representational	JJ	JJ	YES
1435	1624	distance	NN	NN	YES
1436	1625	has	VBZ	VBZ	YES
1437	1626	not	RB	RB	YES
1438	1627	been	VBN	VBN	YES
1439	1628	demonstrated	VBN	VBN	YES
1440	1630	Here	RB	RB	YES
1441	1631	we	PRP	PRP	YES
1442	1632	explore	VB	VBP	NO
1443	1633	the	DT	DT	YES
1444	1634	relationship	NN	NN	YES
1445	1635	between	IN	IN	YES
1446	1636	the	DT	DT	YES
1447	1637	human	JJ	JJ	YES
1448	1638	brains	NN	??	NO
1449	1640	representation	NN	NN	YES
1450	1641	of	IN	IN	YES
1451	1642	visual	JJ	JJ	YES
1452	1643	patterns	NNS	NNS	YES
1453	1644	and	CC	CC	YES
1454	1645	behavioral	JJ	JJ	YES
1455	1646	judgments	NNS	NNS	YES
1456	1647	of	IN	IN	YES
1457	1648	perceptual	JJ	JJ	YES
1458	1649	similarity	NN	NN	YES
1459	1651	The	DT	DT	YES
1460	1652	visual	JJ	JJ	YES
1461	1653	stimuli	NNS	NNS	YES
1462	1654	were	VBD	VBD	YES
1463	1655	abstract	JJ	JJ	YES
1464	1656	patterns	NNS	NNS	YES
1465	1657	constructed	VBD	VBN	NO
1466	1658	from	IN	IN	YES
1467	1659	identical	JJ	JJ	YES
1468	1660	perceptual	JJ	JJ	YES
1469	1661	units	NNS	NNS	YES
1470	1662	oriented	VBD	VBN	NO
1471	1663	Gabor	NNP	NNP	YES
1472	1664	patches	NNS	NNS	YES
1473	1666	so	RB	RB	YES
1474	1667	that	IN	IN	YES
1475	1668	each	DT	DT	YES
1476	1669	pattern	NN	NN	YES
1477	1670	had	VBD	VBD	YES
1478	1671	a	DT	DT	YES
1479	1672	unique	JJ	JJ	YES
1480	1673	global	JJ	JJ	YES
1481	1674	form	NN	NN	YES
1482	1675	or	CC	CC	YES
1483	1676	perceptual	JJ	JJ	YES
1484	1678	Gestalt	NNP	NN	NO
1485	1681	The	DT	DT	YES
1486	1682	visual	JJ	JJ	YES
1487	1683	stimuli	NNS	NNS	YES
1488	1684	were	VBD	VBD	YES
1489	1685	decodable	JJ	JJ	YES
1490	1686	from	IN	IN	YES
1491	1687	evoked	VBN	VBN	YES
1492	1688	neural	JJ	JJ	YES
1493	1689	activation	NN	NN	YES
1494	1690	patterns	NNS	NNS	YES
1495	1691	measured	VBN	VBN	YES
1496	1692	with	IN	IN	YES
1497	1693	magnetoencephalography	NN	NN	YES
1498	1695	MEG	NNP	NN	NO
1499	1697	however	RB	RB	YES
1500	1699	stimuli	NNS	NNS	YES
1501	1700	differed	VBD	VBD	YES
1502	1701	in	IN	IN	YES
1503	1702	the	DT	DT	YES
1504	1703	similarity	NN	NN	YES
1505	1704	of	IN	IN	YES
1506	1705	their	PRP$	PRP$	YES
1507	1706	neural	JJ	JJ	YES
1508	1707	representation	NN	NN	YES
1509	1708	as	IN	IN	YES
1510	1709	estimated	VBN	VBN	YES
1511	1710	by	IN	IN	YES
1512	1711	differences	NNS	NNS	YES
1513	1712	in	IN	IN	YES
1514	1713	decodability	NN	NN	YES
1515	1715	Early	RB	RB	YES
1516	1716	after	IN	IN	YES
1517	1717	stimulus	NN	NN	YES
1518	1718	onset	NN	NN	YES
1519	1720	from	IN	IN	YES
1520	1721	50ms	NNS	??	NO
1521	1724	a	DT	DT	YES
1522	1725	model	NN	NN	YES
1523	1726	based	VBN	VBN	YES
1524	1727	on	IN	IN	YES
1525	1728	retinotopic	NN	JJ	NO
1526	1729	organization	NN	NN	YES
1527	1730	predicted	VBD	VBD	YES
1528	1731	the	DT	DT	YES
1529	1732	representational	JJ	JJ	YES
1530	1733	similarity	NN	NN	YES
1531	1734	of	IN	IN	YES
1532	1735	the	DT	DT	YES
1533	1736	visual	JJ	JJ	YES
1534	1737	stimuli	NNS	NN	NO
1535	1739	Following	VBG	VBG	YES
1536	1740	the	DT	DT	YES
1537	1741	peak	NN	NN	YES
1538	1742	correlation	NN	NN	YES
1539	1743	between	IN	IN	YES
1540	1744	the	DT	DT	YES
1541	1745	retinotopic	NN	JJ	NO
1542	1746	model	NN	NN	YES
1543	1747	and	CC	CC	YES
1544	1748	neural	JJ	JJ	YES
1545	1749	data	NNS	NNS	YES
1546	1750	at	IN	IN	YES
1547	1751	80ms	NNS	??	NO
1548	1753	the	DT	DT	YES
1549	1754	neural	JJ	JJ	YES
1550	1755	representations	NNS	NNS	YES
1551	1756	quickly	RB	RB	YES
1552	1757	evolved	VBD	VBD	YES
1553	1758	so	RB	??	NO
1554	1759	that	IN	IN	YES
1555	1760	retinotopy	NN	NN	YES
1556	1761	no	RB	RB	YES
1557	1762	longer	RB	RB	YES
1558	1763	provided	VBD	VBD	YES
1559	1764	a	DT	DT	YES
1560	1765	sufficient	JJ	JJ	YES
1561	1766	account	NN	NN	YES
1562	1767	of	IN	IN	YES
1563	1768	the	DT	DT	YES
1564	1769	brains	NN	??	NO
1565	1771	representation	NN	NN	YES
1566	1772	of	IN	IN	YES
1567	1773	the	DT	DT	YES
1568	1774	stimuli	NNS	NNS	YES
1569	1776	Overall	RB	RB	YES
1570	1777	the	DT	DT	YES
1571	1778	strongest	JJS	JJS	YES
1572	1779	predictor	NN	NN	YES
1573	1780	of	IN	IN	YES
1574	1781	the	DT	DT	YES
1575	1782	brains	NN	??	NO
1576	1783	representation	NN	NN	YES
1577	1784	was	VBD	VBD	YES
1578	1785	a	DT	DT	YES
1579	1786	model	NN	NN	YES
1580	1787	based	VBN	VBN	YES
1581	1788	on	IN	IN	YES
1582	1789	human	JJ	JJ	YES
1583	1790	judgments	NNS	NNS	YES
1584	1791	of	IN	IN	YES
1585	1792	perceptual	JJ	JJ	YES
1586	1793	similarity	NN	NN	YES
1587	1795	which	WDT	WDT	YES
1588	1796	reached	VBD	VBD	YES
1589	1797	the	DT	DT	YES
1590	1798	theoretical	JJ	JJ	YES
1591	1799	limits	NNS	NNS	YES
1592	1800	of	IN	IN	YES
