indexInDoc	indexInText	token	taggerPOS	goldPOS	correct?
839	955	the	DT	DT	YES
840	956	distance	NN	NN	YES
841	958	The	DT	DT	YES
842	959	mathematical	JJ	JJ	YES
843	960	expression	NN	NN	YES
844	961	of	IN	IN	YES
845	962	this	DT	DT	YES
846	963	law	NN	NN	YES
847	964	resembles	VBZ	VBZ	YES
848	965	Newton	NNP	??	NO
849	967	law	NN	NN	YES
850	968	of	IN	IN	YES
851	969	gravity	NN	NN	YES
852	971	which	WDT	WDT	YES
853	972	explains	VBZ	VBZ	YES
854	973	its	PRP$	PRP$	YES
855	974	name	NN	NN	YES
856	976	Another	DT	DT	YES
857	977	popular	JJ	JJ	YES
858	978	approach	NN	NN	YES
859	979	is	VBZ	VBZ	YES
860	980	inspired	VBN	VBN	YES
861	981	by	IN	IN	YES
862	982	the	DT	DT	YES
863	983	theory	NN	NN	YES
864	984	of	IN	IN	YES
865	985	intervening	VBG	VBG	YES
866	986	opportunities	NNS	NNS	YES
867	987	and	CC	CC	YES
868	988	it	PRP	PRP	YES
869	989	has	VBZ	VBZ	YES
870	990	been	VBN	VBN	YES
871	991	concreted	VBN	VBN	YES
872	992	into	IN	IN	YES
873	993	the	DT	DT	YES
874	995	radiation	NN	NN	YES
875	996	models	NNS	NNS	YES
876	998	Individuals	NNS	NNS	YES
877	999	are	VBP	VBP	YES
878	1000	supposed	VBN	VBN	YES
879	1001	to	TO	TO	YES
880	1002	travel	VB	VB	YES
881	1003	until	IN	IN	YES
882	1004	they	PRP	PRP	YES
883	1005	find	VBP	VBP	YES
884	1006	a	DT	DT	YES
885	1007	job	NN	NN	YES
886	1008	opportunity	NN	NN	YES
887	1010	so	IN	IN	YES
888	1011	the	DT	DT	YES
889	1012	population	NN	NN	YES
890	1013	and	CC	CC	YES
891	1014	jobs	NNS	NNS	YES
892	1015	spatial	JJ	JJ	YES
893	1016	distributions	NNS	NNS	YES
894	1017	naturally	RB	RB	YES
895	1018	lead	VBP	VBP	YES
896	1019	to	TO	TO	YES
897	1020	a	DT	DT	YES
898	1021	trip	NN	NN	YES
899	1022	flow	NN	NN	YES
900	1023	network	NN	NN	YES
901	1025	In	IN	IN	YES
902	1026	this	DT	DT	YES
903	1027	paper	NN	NN	YES
904	1029	we	PRP	PRP	YES
905	1030	perform	VBP	VBP	YES
906	1031	a	DT	DT	YES
907	1032	thorough	JJ	JJ	YES
908	1033	comparison	NN	NN	YES
909	1034	between	IN	IN	YES
910	1035	the	DT	DT	YES
911	1036	gravity	NN	NN	YES
912	1037	and	CC	CC	YES
913	1038	the	DT	DT	YES
914	1039	radiation	NN	NN	YES
915	1040	approaches	VBZ	NNS	NO
916	1041	in	IN	IN	YES
917	1042	their	PRP$	PRP$	YES
918	1043	ability	NN	NN	YES
919	1044	at	IN	IN	YES
920	1045	estimating	VBG	VBG	YES
921	1046	commuting	VBG	JJ	NO
922	1047	flows	NNS	NNS	YES
923	1049	We	PRP	PRP	YES
924	1050	test	VBP	VBP	YES
925	1051	the	DT	DT	YES
926	1052	gravity	NN	NN	YES
927	1053	and	CC	CC	YES
928	1054	the	DT	DT	YES
929	1055	radiation	NN	NN	YES
930	1056	laws	NNS	NNS	YES
931	1057	against	IN	IN	YES
932	1058	empirical	JJ	JJ	YES
933	1059	trip	NN	NN	YES
934	1060	data	NNS	NNS	YES
935	1061	at	IN	IN	YES
936	1062	different	JJ	JJ	YES
937	1063	scales	NNS	NNS	YES
938	1064	and	CC	CC	YES
939	1065	coming	VBG	VBG	YES
940	1066	from	IN	IN	YES
941	1067	different	JJ	JJ	YES
942	1068	countries	NNS	NNS	YES
943	1070	Different	JJ	JJ	YES
944	1071	versions	NNS	NNS	YES
945	1072	of	IN	IN	YES
946	1073	the	DT	DT	YES
947	1074	gravity	NN	NN	YES
948	1075	and	CC	CC	YES
949	1076	the	DT	DT	YES
950	1077	radiation	NN	NN	YES
951	1078	laws	NNS	NNS	YES
952	1079	are	VBP	VBP	YES
953	1080	used	VBN	VBN	YES
954	1081	to	TO	TO	YES
955	1082	estimate	VB	VB	YES
956	1083	the	DT	DT	YES
957	1084	probability	NN	NN	YES
958	1085	that	IN	IN	YES
959	1086	an	DT	DT	YES
960	1087	individual	NN	NN	YES
961	1088	has	VBZ	VBZ	YES
962	1089	to	TO	TO	YES
963	1090	commute	NN	VB	NO
964	1091	from	IN	IN	YES
965	1092	one	CD	??	NO
966	1093	unit	NN	NN	YES
967	1094	to	TO	TO	YES
968	1095	another	DT	DT	YES
969	1097	called	VBN	VBN	YES
970	1098	trip	NN	NN	YES
971	1099	distribution	NN	NN	YES
972	1100	law	NN	NN	YES
973	1102	Based	VBN	VBN	YES
974	1103	on	IN	IN	YES
975	1104	these	DT	DT	YES
976	1105	probability	NN	NN	YES
977	1106	distribution	NN	NN	YES
978	1107	the	DT	DT	YES
979	1108	commuting	VBG	JJ	NO
980	1109	networks	NNS	NNS	YES
981	1110	are	VBP	VBP	YES
982	1111	simulated	JJ	VBN	NO
983	1112	with	IN	IN	YES
984	1113	different	JJ	JJ	YES
985	1114	trip	NN	NN	YES
986	1115	distribution	NN	NN	YES
987	1116	models	NNS	NNS	YES
988	1118	We	PRP	PRP	YES
989	1119	propose	VBP	VBP	YES
990	1120	a	DT	DT	YES
991	1121	simple	JJ	JJ	YES
992	1123	ansatz	NN	NN	YES
993	1124	to	TO	TO	YES
994	1125	study	VB	VB	YES
995	1126	phase	NN	NN	YES
996	1127	transitions	NNS	NNS	YES
997	1128	from	IN	IN	YES
998	1129	a	DT	DT	YES
999	1130	topological	JJ	JJ	YES
1000	1131	phase	NN	NN	YES
1001	1132	to	TO	TO	YES
1002	1133	a	DT	DT	YES
1003	1134	trivial	JJ	JJ	YES
1004	1135	phase	NN	NN	YES
1005	1137	We	PRP	PRP	YES
1006	1138	probe	VBP	VBP	YES
1007	1139	the	DT	DT	YES
1008	1140	efficiency	NN	NN	YES
1009	1141	of	IN	IN	YES
1010	1142	this	DT	DT	YES
1011	1143	approach	NN	NN	YES
1012	1144	by	IN	IN	YES
1013	1145	considering	VBG	VBG	YES
1014	1146	the	DT	DT	YES
1015	1148	model	NN	NN	YES
1016	1149	in	IN	IN	YES
1017	1150	the	DT	DT	YES
1018	1151	presence	NN	NN	YES
1019	1152	of	IN	IN	YES
1020	1153	a	DT	DT	YES
1021	1154	string	NN	NN	YES
1022	1155	tension	NN	NN	YES
1023	1156	for	IN	IN	YES
1024	1157	any	DT	DT	YES
1025	1158	anyon	NN	NN	YES
1026	1159	theory	NN	NN	YES
1027	1161	Such	PDT	PDT	YES
1028	1162	a	DT	DT	YES
1029	1163	perturbation	NN	NN	YES
1030	1164	is	VBZ	VBZ	YES
1031	1165	known	VBN	VBN	YES
1032	1166	to	TO	TO	YES
1033	1167	be	VB	VB	YES
1034	1168	responsible	JJ	JJ	YES
1035	1169	for	IN	IN	YES
1036	1170	a	DT	DT	YES
1037	1172	phase	NN	NN	YES
1038	1173	transition	NN	NN	YES
1039	1174	which	WDT	WDT	YES
1040	1175	is	VBZ	VBZ	YES
1041	1176	well	RB	RB	YES
1042	1177	described	VBN	VBN	YES
1043	1178	by	IN	IN	YES
1044	1179	the	DT	DT	YES
1045	1180	present	JJ	JJ	YES
1046	1181	variational	JJ	JJ	YES
1047	1182	setup	NN	NN	YES
1048	1184	We	PRP	PRP	YES
1049	1185	argue	VBP	VBP	YES
1050	1186	that	IN	IN	YES
1051	1188	results	NNS	NNS	YES
1052	1189	become	VBP	VBP	YES
1053	1190	exact	JJ	JJ	YES
1054	1191	in	IN	IN	YES
1055	1192	the	DT	DT	YES
1056	1193	limit	NN	NN	YES
1057	1194	of	IN	IN	YES
1058	1195	large	JJ	JJ	YES
1059	1196	total	JJ	JJ	YES
1060	1197	quantum	NN	JJ	NO
1061	1198	dimension	NN	NN	YES
1062	1200	PACS	NNS	NN	NO
1063	1201	numbers	NNS	NNS	YES
1064	1218	The	DT	DT	YES
1065	1219	blend	VB	NN	NO
1066	1220	of	IN	IN	YES
1067	1221	quantum	NN	JJ	NO
1068	1222	computation	NN	NN	YES
1069	1223	and	CC	CC	YES
1070	1224	of	IN	IN	YES
1071	1225	topological	JJ	JJ	YES
1072	1226	phases	NNS	NNS	YES
1073	1227	of	IN	IN	YES
1074	1228	matter	NN	NN	YES
1075	1230	1	CD	??	NO
1076	1232	have	VBP	VBP	YES
1077	1233	led	VBN	VBN	YES
1078	1234	to	TO	TO	YES
1079	1235	the	DT	DT	YES
1080	1236	idea	NN	NN	YES
1081	1237	of	IN	IN	YES
1082	1238	topological	JJ	JJ	YES
1083	1239	quantum	NN	JJ	NO
1084	1240	computation	NN	NN	YES
1085	1247	In	IN	IN	YES
1086	1248	this	DT	DT	YES
1087	1249	field	NN	NN	YES
1088	1251	the	DT	DT	YES
1089	1252	essential	JJ	JJ	YES
1090	1253	ingredient	NN	NN	YES
1091	1254	is	VBZ	VBZ	YES
1092	1255	the	DT	DT	YES
1093	1256	construction	NN	NN	YES
1094	1257	of	IN	IN	YES
1095	1258	physical	JJ	JJ	YES
1096	1259	systems	NNS	NNS	YES
1097	1260	sustaining	VBG	VBG	YES
1098	1261	exotic	JJ	JJ	YES
1099	1262	excitations	NNS	NNS	YES
1100	1263	known	VBN	VBN	YES
1101	1264	as	IN	IN	YES
1102	1266	anyons	NNS	NNS	YES
1103	1268	see	VB	VB	YES
1104	1269	Ref	NNP	NNP	YES
1105	1272	5	CD	CD	YES
1106	1274	for	IN	IN	YES
1107	1275	a	DT	DT	YES
1108	1276	review	NN	NN	YES
1109	1279	Being	VBG	VBG	YES
1110	1280	genuinely	RB	RB	YES
1111	1281	non	JJ	RB	NO
1112	1282	local	JJ	JJ	YES
1113	1284	these	DT	DT	YES
1114	1285	anyons	NNS	NNS	YES
1115	1286	allow	VBP	VBP	YES
1116	1287	for	IN	IN	YES
1117	1288	efficient	JJ	JJ	YES
1118	1289	storage	NN	NN	YES
1119	1290	and	CC	CC	YES
1120	1291	manipulation	NN	NN	YES
1121	1292	of	IN	IN	YES
1122	1293	quantum	NN	JJ	NO
1123	1294	information	NN	NN	YES
1124	1296	Indeed	RB	RB	YES
1125	1298	topologically	RB	RB	YES
1126	1299	ordered	VBN	JJ	NO
1127	1300	systems	NNS	NNS	YES
1128	1302	1	CD	??	NO
1129	1304	are	VBP	VBP	YES
1130	1305	stable	JJ	JJ	YES
1131	1306	under	IN	IN	YES
1132	1307	local	JJ	JJ	YES
1133	1308	perturbations	NNS	NNS	YES
1134	1310	6	CD	??	NO
1135	1312	and	CC	CC	YES
1136	1313	hence	RB	RB	YES
1137	1314	protected	VBN	VBN	YES
1138	1315	against	IN	IN	YES
1139	1316	undesirable	JJ	JJ	YES
1140	1317	effects	NNS	NNS	YES
1141	1318	such	JJ	JJ	YES
1142	1319	as	IN	IN	YES
1143	1320	decoherence	NN	NN	YES
1144	1322	However	RB	RB	YES
1145	1324	strong	JJ	JJ	YES
1146	1325	enough	RB	RB	YES
1147	1326	perturbations	NNS	NNS	YES
1148	1328	may	MD	MD	YES
1149	1329	drive	VB	VB	YES
1150	1330	the	DT	DT	YES
1151	1331	system	NN	NN	YES
1152	1332	to	TO	TO	YES
1153	1333	a	DT	DT	YES
1154	1334	non	JJ	JJ	YES
1155	1335	topological	JJ	JJ	YES
1156	1336	phase	NN	NN	YES
1157	1338	In	IN	IN	YES
1158	1339	recent	JJ	JJ	YES
1159	1340	years	NNS	NNS	YES
1160	1342	many	JJ	JJ	YES
1161	1343	works	NNS	NNS	YES
1162	1344	have	VBP	VBP	YES
1163	1345	been	VBN	VBN	YES
1164	1346	devoted	VBN	VBN	YES
1165	1347	to	TO	TO	YES
1166	1348	the	DT	DT	YES
1167	1349	study	NN	NN	YES
1168	1350	of	IN	IN	YES
1169	1351	this	DT	DT	YES
1170	1352	robustness	NN	NN	YES
1171	1353	in	IN	IN	YES
1172	1354	microscopic	JJ	JJ	YES
1173	1355	models	NNS	NNS	YES
1174	1357	Walking	VBG	VBG	YES
1175	1358	animals	NNS	NNS	YES
1176	1360	like	IN	IN	YES
1177	1361	stick	NN	NN	YES
1178	1362	insects	NNS	NNS	YES
1179	1364	cockroaches	NNS	NNS	YES
1180	1365	or	CC	CC	YES
1181	1366	ants	NNS	NNS	YES
1182	1368	demonstrate	VBP	VBP	YES
1183	1369	a	DT	DT	YES
1184	1370	fascinating	JJ	JJ	YES
1185	1371	range	NN	NN	YES
1186	1372	of	IN	IN	YES
1187	1373	locomotive	NN	JJ	NO
1188	1374	abilities	NNS	NNS	YES
1189	1375	and	CC	CC	YES
1190	1376	complex	JJ	JJ	YES
1191	1377	behaviors	NNS	NNS	YES
1192	1379	The	DT	DT	YES
1193	1380	locomotive	NN	JJ	NO
1194	1381	behaviors	NNS	NNS	YES
1195	1382	can	MD	MD	YES
1196	1383	consist	VB	VB	YES
1197	1384	of	IN	IN	YES
1198	1385	a	DT	DT	YES
1199	1386	variety	NN	NN	YES
1200	1387	of	IN	IN	YES
1201	1388	walking	VBG	VBG	YES
1202	1389	patterns	NNS	NNS	YES
1203	1390	along	IN	IN	YES
1204	1391	with	IN	IN	YES
1205	1392	adaptation	NN	NN	YES
1206	1393	that	WDT	WDT	YES
1207	1394	allow	VBP	VBP	YES
1208	1395	the	DT	DT	YES
1209	1396	animals	NNS	NNS	YES
1210	1397	to	TO	TO	YES
1211	1398	deal	VB	VB	YES
1212	1399	with	IN	IN	YES
1213	1400	changes	NNS	NNS	YES
1214	1401	in	IN	IN	YES
1215	1402	environmental	JJ	JJ	YES
1216	1403	conditions	NNS	NNS	YES
1217	1405	like	IN	IN	YES
1218	1406	uneven	JJ	JJ	YES
1219	1407	terrains	NNS	NNS	YES
1220	1409	gaps	NNS	NNS	YES
1221	1411	obstacles	NNS	NNS	YES
1222	1412	etc	FW	FW	YES
1223	1414	Biological	JJ	JJ	YES
1224	1415	study	NN	NN	YES
1225	1416	has	VBZ	VBZ	YES
1226	1417	revealed	VBN	VBN	YES
1227	1418	that	IN	IN	YES
1228	1419	such	JJ	JJ	YES
1229	1420	complex	JJ	JJ	YES
1230	1421	behaviors	NNS	NNS	YES
1231	1422	are	VBP	VBP	YES
1232	1423	a	DT	DT	YES
1233	1424	result	NN	NN	YES
1234	1425	of	IN	IN	YES
1235	1426	a	DT	DT	YES
1236	1427	combination	NN	NN	YES
1237	1428	of	IN	IN	YES
1238	1429	biomechanics	NNS	NNS	YES
1239	1430	and	CC	CC	YES
1240	1431	neural	JJ	JJ	YES
1241	1432	mechanism	NN	NN	YES
1242	1433	thus	RB	RB	YES
1243	1434	representing	VBG	VBG	YES
1244	1435	the	DT	DT	YES
1245	1436	true	JJ	JJ	YES
1246	1437	nature	NN	NN	YES
1247	1438	of	IN	IN	YES
1248	1439	embodied	VBN	JJ	NO
1249	1440	interactions	NNS	NNS	YES
1250	1442	While	IN	IN	YES
1251	1443	the	DT	DT	YES
1252	1444	biomechanics	NNS	NN	NO
1253	1445	helps	VBZ	VBZ	YES
1254	1446	maintain	VB	VB	YES
1255	1447	flexibility	NN	NN	YES
1256	1448	and	CC	CC	YES
1257	1449	sustain	VB	VB	YES
1258	1450	a	DT	DT	YES
1259	1451	variety	NN	NN	YES
1260	1452	of	IN	IN	YES
1261	1453	movements	NNS	NNS	YES
1262	1455	the	DT	DT	YES
1263	1456	neural	JJ	JJ	YES
1264	1457	mechanisms	NNS	NNS	YES
1265	1458	generate	VBP	VBP	YES
1266	1459	movements	NNS	NNS	YES
1267	1460	while	IN	IN	YES
1268	1461	making	VBG	VBG	YES
1269	1462	appropriate	JJ	JJ	YES
1270	1463	predictions	NNS	NNS	YES
1271	1464	crucial	JJ	JJ	YES
1272	1465	for	IN	IN	YES
1273	1466	achieving	VBG	VBG	YES
1274	1467	adaptation	NN	NN	YES
1275	1469	Such	JJ	JJ	YES
1276	1470	predictions	NNS	NNS	YES
1277	1471	or	CC	CC	YES
1278	1472	planning	VBG	NN	NO
1279	1473	ahead	RB	RB	YES
1280	1474	can	MD	MD	YES
1281	1475	be	VB	VB	YES
1282	1476	achieved	VBN	VBN	YES
1283	1477	by	IN	IN	YES
1284	1478	way	NN	NN	YES
1285	1479	of	IN	IN	YES
1286	1480	internal	JJ	JJ	YES
1287	1481	models	NNS	NNS	YES
1288	1482	that	WDT	WDT	YES
1289	1483	are	VBP	VBP	YES
1290	1484	grounded	VBN	VBN	YES
1291	1485	in	IN	IN	YES
1292	1486	the	DT	DT	YES
1293	1487	overall	JJ	JJ	YES
1294	1488	behavior	NN	NN	YES
1295	1489	of	IN	IN	YES
1296	1490	the	DT	DT	YES
1297	1491	animal	NN	NN	YES
1298	1493	Inspired	VBN	VBN	YES
1299	1494	by	IN	IN	YES
1300	1495	these	DT	DT	YES
1301	1496	findings	NNS	NNS	YES
1302	1498	we	PRP	PRP	YES
1303	1499	present	VBP	VBP	YES
1304	1500	here	RB	RB	YES
1305	1502	an	DT	DT	YES
1306	1503	artificial	JJ	JJ	YES
1307	1505	walking	NN	NN	YES
1308	1506	system	NN	NN	YES
1309	1507	which	WDT	WDT	YES
1310	1508	effectively	RB	RB	YES
1311	1509	combines	VBZ	VBZ	YES
1312	1510	biomechanics	NNS	NNS	YES
1313	1512	in	IN	IN	YES
1314	1513	terms	NNS	NNS	YES
1315	1514	of	IN	IN	YES
1316	1515	the	DT	DT	YES
1317	1516	body	NN	NN	YES
1318	1517	and	CC	CC	YES
1319	1518	leg	NN	NN	YES
1320	1519	structures	NNS	NNS	YES
1321	1521	with	IN	IN	YES
1322	1522	the	DT	DT	YES
1323	1523	underlying	VBG	VBG	YES
1324	1524	neural	JJ	JJ	YES
1325	1525	mechanisms	NNS	NNS	YES
1326	1527	The	DT	DT	YES
1327	1528	neural	JJ	JJ	YES
1328	1529	mechanisms	NNS	NNS	YES
1329	1530	consist	VBP	VBP	YES
1330	1531	of	IN	IN	YES
1331	1532	1	CD	CD	YES
1332	1534	central	JJ	JJ	YES
1333	1535	pattern	NN	NN	YES
1334	1536	generator	NN	NN	YES
1335	1537	based	VBN	VBN	YES
1336	1538	control	NN	NN	YES
1337	1539	for	IN	IN	YES
1338	1540	generating	VBG	VBG	YES
1339	1541	basic	JJ	JJ	YES
1340	1542	rhythmic	JJ	JJ	YES
1341	1543	patterns	NNS	NNS	YES
1342	1544	and	CC	CC	YES
1343	1545	coordinated	VBN	VBN	YES
1344	1546	movements	NNS	NNS	YES
1345	1548	2	LS	??	NO
1346	1550	distributed	VBN	VBN	YES
1347	1552	at	IN	IN	YES
1348	1553	each	DT	DT	YES
1349	1554	leg	NN	NN	YES
1350	1556	recurrent	JJ	JJ	YES
1351	1557	neural	JJ	JJ	YES
1352	1558	network	NN	NN	YES
1353	1559	based	VBN	VBN	YES
1354	1560	adaptive	JJ	JJ	YES
1355	1561	forward	RB	JJ	NO
1356	1562	models	NNS	NNS	YES
1357	1563	with	IN	IN	YES
1358	1564	efference	NN	NN	YES
1359	1565	copies	NNS	NNS	YES
1360	1566	as	IN	IN	YES
1361	1567	internal	JJ	JJ	YES
1362	1568	models	NNS	NNS	YES
1363	1569	for	IN	IN	YES
1364	1570	sensory	JJ	JJ	YES
1365	1571	predictions	NNS	NNS	YES
1366	1572	and	CC	CC	YES
1367	1573	instantaneous	JJ	JJ	YES
1368	1574	state	NN	NN	YES
1369	1575	estimations	NNS	NNS	YES
1370	1577	and	CC	CC	YES
1371	1578	3	LS	??	NO
1372	1580	searching	VBG	VBG	YES
1373	1581	and	CC	CC	YES
1374	1582	elevation	NN	NN	YES
1375	1583	control	NN	NN	YES
1376	1584	for	IN	IN	YES
1377	1585	adapting	VBG	VBG	YES
1378	1586	the	DT	DT	YES
1379	1587	movement	NN	NN	YES
1380	1588	of	IN	IN	YES
1381	1589	an	DT	DT	YES
1382	1590	individual	JJ	JJ	YES
1383	1591	leg	NN	NN	YES
1384	1592	to	TO	TO	YES
1385	1593	deal	VB	VB	YES
1386	1594	with	IN	IN	YES
1387	1595	different	JJ	JJ	YES
1388	1596	environmental	JJ	JJ	YES
1389	1597	conditions	NNS	NNS	YES
1390	1599	Perceptual	JJ	JJ	YES
1391	1600	similarity	NN	NN	YES
1392	1601	is	VBZ	VBZ	YES
1393	1602	a	DT	DT	YES
1394	1603	cognitive	JJ	JJ	YES
1395	1604	judgment	NN	NN	YES
1396	1605	that	WDT	WDT	YES
1397	1606	represents	VBZ	VBZ	YES
1398	1607	the	DT	DT	YES
1399	1609	of	IN	IN	YES
1400	1610	a	DT	DT	YES
1401	1611	complex	JJ	JJ	YES
1402	1612	cascade	NN	NN	YES
1403	1613	of	IN	IN	YES
1404	1614	hierarchical	JJ	JJ	YES
1405	1615	processing	NN	NN	YES
1406	1616	throughout	IN	IN	YES
1407	1617	visual	JJ	JJ	YES
1408	1618	cortex	NN	NN	YES
1409	1620	Although	IN	IN	YES
1410	1621	it	PRP	PRP	YES
1411	1622	is	VBZ	VBZ	YES
1412	1623	intuitive	JJ	JJ	YES
1413	1624	that	IN	IN	YES
1414	1625	visual	JJ	JJ	YES
1415	1626	objects	NNS	NNS	YES
1416	1627	that	WDT	WDT	YES
1417	1628	appear	VBP	VBP	YES
1418	1629	similar	JJ	JJ	YES
1419	1630	may	MD	MD	YES
1420	1631	share	VB	VB	YES
1421	1632	similar	JJ	JJ	YES
1422	1633	underlying	VBG	JJ	NO
1423	1634	patterns	NNS	NNS	YES
1424	1635	of	IN	IN	YES
1425	1636	neural	JJ	JJ	YES
1426	1637	activation	NN	NN	YES
1427	1639	a	DT	DT	YES
1428	1640	direct	JJ	JJ	YES
1429	1641	mapping	NN	NN	YES
1430	1642	between	IN	IN	YES
1431	1643	perceptual	JJ	JJ	YES
1432	1644	similarity	NN	NN	YES
1433	1645	and	CC	CC	YES
1434	1646	representational	JJ	JJ	YES
1435	1647	distance	NN	NN	YES
1436	1648	has	VBZ	VBZ	YES
1437	1649	not	RB	RB	YES
1438	1650	been	VBN	VBN	YES
1439	1651	demonstrated	VBN	VBN	YES
1440	1653	Here	RB	RB	YES
1441	1654	we	PRP	PRP	YES
1442	1655	explore	VBP	VBP	YES
1443	1656	the	DT	DT	YES
1444	1657	relationship	NN	NN	YES
1445	1658	between	IN	IN	YES
1446	1659	the	DT	DT	YES
1447	1660	human	JJ	JJ	YES
1448	1661	brain	NN	??	NO
1449	1664	representation	NN	NN	YES
1450	1665	of	IN	IN	YES
1451	1666	visual	JJ	JJ	YES
1452	1667	patterns	NNS	NNS	YES
1453	1668	and	CC	CC	YES
1454	1669	behavioral	JJ	JJ	YES
1455	1670	judgments	NNS	NNS	YES
1456	1671	of	IN	IN	YES
1457	1672	perceptual	JJ	JJ	YES
1458	1673	similarity	NN	NN	YES
1459	1675	The	DT	DT	YES
1460	1676	visual	JJ	JJ	YES
1461	1677	stimuli	NNS	NNS	YES
1462	1678	were	VBD	VBD	YES
1463	1679	abstract	JJ	JJ	YES
1464	1680	patterns	NNS	NNS	YES
1465	1681	constructed	VBN	VBN	YES
1466	1682	from	IN	IN	YES
1467	1683	identical	JJ	JJ	YES
1468	1684	perceptual	JJ	JJ	YES
1469	1685	units	NNS	NNS	YES
1470	1687	oriented	VBN	VBN	YES
1471	1688	Gabor	NNP	NNP	YES
1472	1689	patches	NNS	NNS	YES
1473	1691	so	RB	RB	YES
1474	1692	that	IN	IN	YES
1475	1693	each	DT	DT	YES
1476	1694	pattern	NN	NN	YES
1477	1695	had	VBD	VBD	YES
1478	1696	a	DT	DT	YES
1479	1697	unique	JJ	JJ	YES
1480	1698	global	JJ	JJ	YES
1481	1699	form	NN	NN	YES
1482	1700	or	CC	CC	YES
1483	1701	perceptual	JJ	JJ	YES
1484	1703	Gestalt	NN	NN	YES
1485	1706	The	DT	DT	YES
1486	1707	visual	JJ	JJ	YES
1487	1708	stimuli	NNS	NNS	YES
1488	1709	were	VBD	VBD	YES
1489	1710	decodable	JJ	JJ	YES
1490	1711	from	IN	IN	YES
1491	1712	evoked	VBN	VBN	YES
1492	1713	neural	JJ	JJ	YES
1493	1714	activation	NN	NN	YES
1494	1715	patterns	NNS	NNS	YES
1495	1716	measured	VBN	VBN	YES
1496	1717	with	IN	IN	YES
1497	1718	magnetoencephalography	NN	NN	YES
1498	1720	MEG	NN	NN	YES
1499	1723	however	RB	RB	YES
1500	1725	stimuli	NNS	NNS	YES
1501	1726	differed	VBD	VBD	YES
1502	1727	in	IN	IN	YES
1503	1728	the	DT	DT	YES
1504	1729	similarity	NN	NN	YES
1505	1730	of	IN	IN	YES
1506	1731	their	PRP$	PRP$	YES
1507	1732	neural	JJ	JJ	YES
1508	1733	representation	NN	NN	YES
1509	1734	as	IN	IN	YES
1510	1735	estimated	VBN	VBN	YES
1511	1736	by	IN	IN	YES
1512	1737	differences	NNS	NNS	YES
1513	1738	in	IN	IN	YES
1514	1739	decodability	NN	NN	YES
1515	1741	Early	RB	RB	YES
1516	1742	after	IN	IN	YES
1517	1743	stimulus	NN	NN	YES
1518	1744	onset	NN	NN	YES
1519	1746	from	IN	IN	YES
1520	1747	50ms	NNS	??	NO
1521	1750	a	DT	DT	YES
1522	1751	model	NN	NN	YES
1523	1752	based	VBN	VBN	YES
1524	1753	on	IN	IN	YES
1525	1754	retinotopic	JJ	JJ	YES
1526	1755	organization	NN	NN	YES
1527	1756	predicted	VBD	VBD	YES
1528	1757	the	DT	DT	YES
1529	1758	representational	JJ	JJ	YES
1530	1759	similarity	NN	NN	YES
1531	1760	of	IN	IN	YES
1532	1761	the	DT	DT	YES
1533	1762	visual	JJ	JJ	YES
1534	1763	stimuli	NNS	NN	NO
1535	1765	Following	VBG	VBG	YES
1536	1766	the	DT	DT	YES
1537	1767	peak	NN	NN	YES
1538	1768	correlation	NN	NN	YES
1539	1769	between	IN	IN	YES
1540	1770	the	DT	DT	YES
1541	1771	retinotopic	JJ	JJ	YES
1542	1772	model	NN	NN	YES
1543	1773	and	CC	CC	YES
1544	1774	neural	JJ	JJ	YES
1545	1775	data	NNS	NNS	YES
1546	1776	at	IN	IN	YES
1547	1777	80ms	CD	??	NO
1548	1779	the	DT	DT	YES
1549	1780	neural	JJ	JJ	YES
1550	1781	representations	NNS	NNS	YES
1551	1782	quickly	RB	RB	YES
1552	1783	evolved	VBD	VBD	YES
1553	1784	so	RB	??	NO
1554	1785	that	IN	IN	YES
1555	1786	retinotopy	NN	NN	YES
1556	1787	no	RB	RB	YES
1557	1788	longer	RBR	RB	NO
1558	1789	provided	VBN	VBD	NO
1559	1790	a	DT	DT	YES
1560	1791	sufficient	JJ	JJ	YES
1561	1792	account	NN	NN	YES
1562	1793	of	IN	IN	YES
1563	1794	the	DT	DT	YES
1564	1795	brain	NN	??	NO
1565	1798	representation	NN	NN	YES
1566	1799	of	IN	IN	YES
1567	1800	the	DT	DT	YES
1568	1801	stimuli	NNS	NNS	YES
1569	1803	Overall	RB	RB	YES
1570	1804	the	DT	DT	YES
1571	1805	strongest	JJS	JJS	YES
1572	1806	predictor	NN	NN	YES
1573	1807	of	IN	IN	YES
1574	1808	the	DT	DT	YES
1575	1809	brain	NN	??	NO
1576	1811	representation	NN	NN	YES
1577	1812	was	VBD	VBD	YES
1578	1813	a	DT	DT	YES
1579	1814	model	NN	NN	YES
1580	1815	based	VBN	VBN	YES
1581	1816	on	IN	IN	YES
1582	1817	human	JJ	JJ	YES
1583	1818	judgments	NNS	NNS	YES
1584	1819	of	IN	IN	YES
1585	1820	perceptual	JJ	JJ	YES
1586	1821	similarity	NN	NN	YES
1587	1823	which	WDT	WDT	YES
1588	1824	reached	VBD	VBD	YES
1589	1825	the	DT	DT	YES
1590	1826	theoretical	JJ	JJ	YES
1591	1827	limits	NNS	NNS	YES
1592	1828	of	IN	IN	YES
1593	1829	the	DT	DT	YES
