indexInDoc	indexInText	token	taggerPOS	goldPOS	correct?
838	991	with	IN	IN	YES
839	992	the	DT	DT	YES
840	993	distance	NN	NN	YES
841	995	The	DT	DT	YES
842	996	mathematical	JJ	JJ	YES
843	997	expression	NN	NN	YES
844	998	of	IN	IN	YES
845	999	this	DT	DT	YES
846	1000	law	NN	NN	YES
847	1001	resembles	VBZ	VBZ	YES
848	1002	Newton	NNP	??	NO
849	1004	law	NN	NN	YES
850	1005	of	IN	IN	YES
851	1006	gravity	NN	NN	YES
852	1008	which	WDT	WDT	YES
853	1009	explains	VBZ	VBZ	YES
854	1010	its	PRP$	PRP$	YES
855	1011	name	NN	NN	YES
856	1013	Another	DT	DT	YES
857	1014	popular	JJ	JJ	YES
858	1015	approach	NN	NN	YES
859	1016	is	VBZ	VBZ	YES
860	1017	inspired	VBN	VBN	YES
861	1018	by	IN	IN	YES
862	1019	the	DT	DT	YES
863	1020	theory	NN	NN	YES
864	1021	of	IN	IN	YES
865	1022	intervening	VBG	VBG	YES
866	1023	opportunities	NNS	NNS	YES
867	1024	and	CC	CC	YES
868	1025	it	PRP	PRP	YES
869	1026	has	VBZ	VBZ	YES
870	1027	been	VBN	VBN	YES
871	1028	concreted	VBN	VBN	YES
872	1029	into	IN	IN	YES
873	1030	the	DT	DT	YES
874	1034	radiation	NN	NN	YES
875	1035	models	NNS	NNS	YES
876	1037	Individuals	NNS	NNS	YES
877	1038	are	VBP	VBP	YES
878	1039	supposed	VBN	VBN	YES
879	1040	to	TO	TO	YES
880	1041	travel	VB	VB	YES
881	1042	until	IN	IN	YES
882	1043	they	PRP	PRP	YES
883	1044	find	VBP	VBP	YES
884	1045	a	DT	DT	YES
885	1046	job	NN	NN	YES
886	1047	opportunity	NN	NN	YES
887	1049	so	IN	IN	YES
888	1050	the	DT	DT	YES
889	1051	population	NN	NN	YES
890	1052	and	CC	CC	YES
891	1053	jobs	NNS	NNS	YES
892	1054	spatial	JJ	JJ	YES
893	1055	distributions	NNS	NNS	YES
894	1056	naturally	RB	RB	YES
895	1057	lead	VBP	VBP	YES
896	1058	to	IN	TO	NO
897	1059	a	DT	DT	YES
898	1060	trip	NN	NN	YES
899	1061	flow	NN	NN	YES
900	1062	network	NN	NN	YES
901	1064	In	IN	IN	YES
902	1065	this	DT	DT	YES
903	1066	paper	NN	NN	YES
904	1068	we	PRP	PRP	YES
905	1069	perform	VBP	VBP	YES
906	1070	a	DT	DT	YES
907	1071	thorough	JJ	JJ	YES
908	1072	comparison	NN	NN	YES
909	1073	between	IN	IN	YES
910	1074	the	DT	DT	YES
911	1075	gravity	NN	NN	YES
912	1076	and	CC	CC	YES
913	1077	the	DT	DT	YES
914	1078	radiation	NN	NN	YES
915	1079	approaches	NNS	NNS	YES
916	1080	in	IN	IN	YES
917	1081	their	PRP$	PRP$	YES
918	1082	ability	NN	NN	YES
919	1083	at	IN	IN	YES
920	1084	estimating	VBG	VBG	YES
921	1085	commuting	VBG	JJ	NO
922	1086	flows	NNS	NNS	YES
923	1088	We	PRP	PRP	YES
924	1089	test	VBP	VBP	YES
925	1090	the	DT	DT	YES
926	1091	gravity	NN	NN	YES
927	1092	and	CC	CC	YES
928	1093	the	DT	DT	YES
929	1094	radiation	NN	NN	YES
930	1095	laws	NNS	NNS	YES
931	1096	against	IN	IN	YES
932	1097	empirical	JJ	JJ	YES
933	1098	trip	NN	NN	YES
934	1099	data	NNS	NNS	YES
935	1100	at	IN	IN	YES
936	1101	different	JJ	JJ	YES
937	1102	scales	NNS	NNS	YES
938	1103	and	CC	CC	YES
939	1104	coming	VBG	VBG	YES
940	1105	from	IN	IN	YES
941	1106	different	JJ	JJ	YES
942	1107	countries	NNS	NNS	YES
943	1109	Different	JJ	JJ	YES
944	1110	versions	NNS	NNS	YES
945	1111	of	IN	IN	YES
946	1112	the	DT	DT	YES
947	1113	gravity	NN	NN	YES
948	1114	and	CC	CC	YES
949	1115	the	DT	DT	YES
950	1116	radiation	NN	NN	YES
951	1117	laws	NNS	NNS	YES
952	1118	are	VBP	VBP	YES
953	1119	used	VBN	VBN	YES
954	1120	to	TO	TO	YES
955	1121	estimate	VB	VB	YES
956	1122	the	DT	DT	YES
957	1123	probability	NN	NN	YES
958	1124	that	IN	IN	YES
959	1125	an	DT	DT	YES
960	1126	individual	NN	NN	YES
961	1127	has	VBZ	VBZ	YES
962	1128	to	TO	TO	YES
963	1129	commute	VB	VB	YES
964	1130	from	IN	IN	YES
965	1131	one	CD	??	NO
966	1132	unit	NN	NN	YES
967	1133	to	IN	TO	NO
968	1134	another	DT	DT	YES
969	1136	called	VBN	VBN	YES
970	1137	trip	NN	NN	YES
971	1138	distribution	NN	NN	YES
972	1139	law	NN	NN	YES
973	1141	Based	VBN	VBN	YES
974	1142	on	IN	IN	YES
975	1143	these	DT	DT	YES
976	1144	probability	NN	NN	YES
977	1145	distribution	NN	NN	YES
978	1146	the	DT	DT	YES
979	1147	commuting	NN	JJ	NO
980	1148	networks	NNS	NNS	YES
981	1149	are	VBP	VBP	YES
982	1150	simulated	VBN	VBN	YES
983	1151	with	IN	IN	YES
984	1152	different	JJ	JJ	YES
985	1153	trip	NN	NN	YES
986	1154	distribution	NN	NN	YES
987	1155	models	NNS	NNS	YES
988	1157	We	TO	PRP	NO
989	1158	propose	VB	VBP	NO
990	1159	a	DT	DT	YES
991	1160	simple	JJ	JJ	YES
992	1164	ansatz	NN	NN	YES
993	1165	to	TO	TO	YES
994	1166	study	VB	VB	YES
995	1167	phase	NN	NN	YES
996	1168	transitions	NNS	NNS	YES
997	1169	from	IN	IN	YES
998	1170	a	DT	DT	YES
999	1171	topological	JJ	JJ	YES
1000	1172	phase	NN	NN	YES
1001	1173	to	IN	TO	NO
1002	1174	a	DT	DT	YES
1003	1175	trivial	JJ	JJ	YES
1004	1176	phase	NN	NN	YES
1005	1178	We	PRP	PRP	YES
1006	1179	probe	VB	VBP	NO
1007	1180	the	DT	DT	YES
1008	1181	efficiency	NN	NN	YES
1009	1182	of	IN	IN	YES
1010	1183	this	DT	DT	YES
1011	1184	approach	NN	NN	YES
1012	1185	by	IN	IN	YES
1013	1186	considering	VBG	VBG	YES
1014	1187	the	DT	DT	YES
1015	1191	model	NN	NN	YES
1016	1192	in	IN	IN	YES
1017	1193	the	DT	DT	YES
1018	1194	presence	NN	NN	YES
1019	1195	of	IN	IN	YES
1020	1196	a	DT	DT	YES
1021	1197	string	NN	NN	YES
1022	1198	tension	NN	NN	YES
1023	1199	for	IN	IN	YES
1024	1200	any	DT	DT	YES
1025	1201	anyon	NN	NN	YES
1026	1202	theory	NN	NN	YES
1027	1204	Such	PDT	PDT	YES
1028	1205	a	DT	DT	YES
1029	1206	perturbation	NN	NN	YES
1030	1207	is	VBZ	VBZ	YES
1031	1208	known	VBN	VBN	YES
1032	1209	to	TO	TO	YES
1033	1210	be	VB	VB	YES
1034	1211	responsible	JJ	JJ	YES
1035	1212	for	IN	IN	YES
1036	1213	a	DT	DT	YES
1037	1217	phase	NN	NN	YES
1038	1218	transition	NN	NN	YES
1039	1219	which	WDT	WDT	YES
1040	1220	is	VBZ	VBZ	YES
1041	1221	well	RB	RB	YES
1042	1222	described	VBN	VBN	YES
1043	1223	by	IN	IN	YES
1044	1224	the	DT	DT	YES
1045	1225	present	JJ	JJ	YES
1046	1226	variational	JJ	JJ	YES
1047	1227	setup	NN	NN	YES
1048	1229	We	PRP	PRP	YES
1049	1230	argue	VBP	VBP	YES
1050	1231	that	IN	IN	YES
1051	1235	results	NNS	NNS	YES
1052	1236	become	VBP	VBP	YES
1053	1237	exact	JJ	JJ	YES
1054	1238	in	IN	IN	YES
1055	1239	the	DT	DT	YES
1056	1240	limit	NN	NN	YES
1057	1241	of	IN	IN	YES
1058	1242	large	JJ	JJ	YES
1059	1243	total	JJ	JJ	YES
1060	1244	quantum	JJ	JJ	YES
1061	1245	dimension	NN	NN	YES
1062	1247	PACS	NNS	NN	NO
1063	1248	numbers	NNS	NNS	YES
1064	1257	The	DT	DT	YES
1065	1258	blend	NN	NN	YES
1066	1259	of	IN	IN	YES
1067	1260	quantum	JJ	JJ	YES
1068	1261	computation	NN	NN	YES
1069	1262	and	CC	CC	YES
1070	1263	of	IN	IN	YES
1071	1264	topological	JJ	JJ	YES
1072	1265	phases	NNS	NNS	YES
1073	1266	of	IN	IN	YES
1074	1267	matter	NN	NN	YES
1075	1269	1	CD	??	NO
1076	1271	have	VBP	VBP	YES
1077	1272	led	VBN	VBN	YES
1078	1273	to	IN	TO	NO
1079	1274	the	DT	DT	YES
1080	1275	idea	NN	NN	YES
1081	1276	of	IN	IN	YES
1082	1277	topological	JJ	JJ	YES
1083	1278	quantum	JJ	JJ	YES
1084	1279	computation	NN	NN	YES
1085	1284	In	IN	IN	YES
1086	1285	this	DT	DT	YES
1087	1286	field	NN	NN	YES
1088	1288	the	DT	DT	YES
1089	1289	essential	JJ	JJ	YES
1090	1290	ingredient	NN	NN	YES
1091	1291	is	VBZ	VBZ	YES
1092	1292	the	DT	DT	YES
1093	1293	construction	NN	NN	YES
1094	1294	of	IN	IN	YES
1095	1295	physical	JJ	JJ	YES
1096	1296	systems	NNS	NNS	YES
1097	1297	sustaining	VBG	VBG	YES
1098	1298	exotic	JJ	JJ	YES
1099	1299	excitations	NNS	NNS	YES
1100	1300	known	VBN	VBN	YES
1101	1301	as	IN	IN	YES
1102	1305	anyons	NNS	NNS	YES
1103	1307	see	VB	VB	YES
1104	1308	Ref	NNP	NNP	YES
1105	1311	5	CD	CD	YES
1106	1313	for	IN	IN	YES
1107	1314	a	DT	DT	YES
1108	1315	review	NN	NN	YES
1109	1318	Being	VBG	VBG	YES
1110	1319	genuinely	RB	RB	YES
1111	1320	non	AFX	RB	NO
1112	1321	local	JJ	JJ	YES
1113	1323	these	DT	DT	YES
1114	1324	anyons	NNS	NNS	YES
1115	1325	allow	VBP	VBP	YES
1116	1326	for	IN	IN	YES
1117	1327	efficient	JJ	JJ	YES
1118	1328	storage	NN	NN	YES
1119	1329	and	CC	CC	YES
1120	1330	manipulation	NN	NN	YES
1121	1331	of	IN	IN	YES
1122	1332	quantum	JJ	JJ	YES
1123	1333	information	NN	NN	YES
1124	1335	Indeed	RB	RB	YES
1125	1337	topologically	RB	RB	YES
1126	1338	ordered	VBD	JJ	NO
1127	1339	systems	NNS	NNS	YES
1128	1341	1	CD	??	NO
1129	1343	are	VBP	VBP	YES
1130	1344	stable	JJ	JJ	YES
1131	1345	under	IN	IN	YES
1132	1346	local	JJ	JJ	YES
1133	1347	perturbations	NNS	NNS	YES
1134	1349	6	CD	??	NO
1135	1351	and	CC	CC	YES
1136	1352	hence	RB	RB	YES
1137	1353	protected	VBN	VBN	YES
1138	1354	against	IN	IN	YES
1139	1355	undesirable	JJ	JJ	YES
1140	1356	effects	NNS	NNS	YES
1141	1357	such	JJ	JJ	YES
1142	1358	as	IN	IN	YES
1143	1359	decoherence	NN	NN	YES
1144	1361	However	RB	RB	YES
1145	1363	strong	JJ	JJ	YES
1146	1364	enough	RB	RB	YES
1147	1365	perturbations	NNS	NNS	YES
1148	1367	may	MD	MD	YES
1149	1368	drive	VB	VB	YES
1150	1369	the	DT	DT	YES
1151	1370	system	NN	NN	YES
1152	1371	to	IN	TO	NO
1153	1372	a	DT	DT	YES
1154	1373	non	JJ	JJ	YES
1155	1374	topological	JJ	JJ	YES
1156	1375	phase	NN	NN	YES
1157	1377	In	IN	IN	YES
1158	1378	recent	JJ	JJ	YES
1159	1379	years	NNS	NNS	YES
1160	1381	many	JJ	JJ	YES
1161	1382	works	NNS	NNS	YES
1162	1383	have	VBP	VBP	YES
1163	1384	been	VBN	VBN	YES
1164	1385	devoted	VBN	VBN	YES
1165	1386	to	IN	TO	NO
1166	1387	the	DT	DT	YES
1167	1388	study	NN	NN	YES
1168	1389	of	IN	IN	YES
1169	1390	this	DT	DT	YES
1170	1391	robustness	NN	NN	YES
1171	1392	in	IN	IN	YES
1172	1393	microscopic	JJ	JJ	YES
1173	1394	models	NNS	NNS	YES
1174	1396	Walking	VBG	VBG	YES
1175	1397	animals	NNS	NNS	YES
1176	1399	like	IN	IN	YES
1177	1400	stick	NN	NN	YES
1178	1401	insects	NNS	NNS	YES
1179	1403	cockroaches	NNS	NNS	YES
1180	1404	or	CC	CC	YES
1181	1405	ants	NNS	NNS	YES
1182	1407	demonstrate	VB	VBP	NO
1183	1408	a	DT	DT	YES
1184	1409	fascinating	JJ	JJ	YES
1185	1410	range	NN	NN	YES
1186	1411	of	IN	IN	YES
1187	1412	locomotive	JJ	JJ	YES
1188	1413	abilities	NNS	NNS	YES
1189	1414	and	CC	CC	YES
1190	1415	complex	JJ	JJ	YES
1191	1416	behaviors	NNS	NNS	YES
1192	1418	The	DT	DT	YES
1193	1419	locomotive	JJ	JJ	YES
1194	1420	behaviors	NNS	NNS	YES
1195	1421	can	MD	MD	YES
1196	1422	consist	VB	VB	YES
1197	1423	of	IN	IN	YES
1198	1424	a	DT	DT	YES
1199	1425	variety	NN	NN	YES
1200	1426	of	IN	IN	YES
1201	1427	walking	VBG	VBG	YES
1202	1428	patterns	NNS	NNS	YES
1203	1429	along	IN	IN	YES
1204	1430	with	IN	IN	YES
1205	1431	adaptation	NN	NN	YES
1206	1432	that	WDT	WDT	YES
1207	1433	allow	VBP	VBP	YES
1208	1434	the	DT	DT	YES
1209	1435	animals	NNS	NNS	YES
1210	1436	to	TO	TO	YES
1211	1437	deal	VB	VB	YES
1212	1438	with	IN	IN	YES
1213	1439	changes	NNS	NNS	YES
1214	1440	in	IN	IN	YES
1215	1441	environmental	JJ	JJ	YES
1216	1442	conditions	NNS	NNS	YES
1217	1444	like	IN	IN	YES
1218	1445	uneven	JJ	JJ	YES
1219	1446	terrains	NNS	NNS	YES
1220	1448	gaps	NNS	NNS	YES
1221	1450	obstacles	NNS	NNS	YES
1222	1451	etc	FW	FW	YES
1223	1453	Biological	JJ	JJ	YES
1224	1454	study	NN	NN	YES
1225	1455	has	VBZ	VBZ	YES
1226	1456	revealed	VBN	VBN	YES
1227	1457	that	IN	IN	YES
1228	1458	such	JJ	JJ	YES
1229	1459	complex	JJ	JJ	YES
1230	1460	behaviors	NNS	NNS	YES
1231	1461	are	VBP	VBP	YES
1232	1462	a	DT	DT	YES
1233	1463	result	NN	NN	YES
1234	1464	of	IN	IN	YES
1235	1465	a	DT	DT	YES
1236	1466	combination	NN	NN	YES
1237	1467	of	IN	IN	YES
1238	1468	biomechanics	NNS	NNS	YES
1239	1469	and	CC	CC	YES
1240	1470	neural	JJ	JJ	YES
1241	1471	mechanism	NN	NN	YES
1242	1472	thus	RB	RB	YES
1243	1473	representing	VBG	VBG	YES
1244	1474	the	DT	DT	YES
1245	1475	true	JJ	JJ	YES
1246	1476	nature	NN	NN	YES
1247	1477	of	IN	IN	YES
1248	1478	embodied	JJ	JJ	YES
1249	1479	interactions	NNS	NNS	YES
1250	1481	While	IN	IN	YES
1251	1482	the	DT	DT	YES
1252	1483	biomechanics	NN	NN	YES
1253	1484	helps	VBZ	VBZ	YES
1254	1485	maintain	VB	VB	YES
1255	1486	flexibility	NN	NN	YES
1256	1487	and	CC	CC	YES
1257	1488	sustain	VB	VB	YES
1258	1489	a	DT	DT	YES
1259	1490	variety	NN	NN	YES
1260	1491	of	IN	IN	YES
1261	1492	movements	NNS	NNS	YES
1262	1494	the	DT	DT	YES
1263	1495	neural	NN	JJ	NO
1264	1496	mechanisms	NNS	NNS	YES
1265	1497	generate	VBP	VBP	YES
1266	1498	movements	NNS	NNS	YES
1267	1499	while	IN	IN	YES
1268	1500	making	VBG	VBG	YES
1269	1501	appropriate	JJ	JJ	YES
1270	1502	predictions	NNS	NNS	YES
1271	1503	crucial	JJ	JJ	YES
1272	1504	for	IN	IN	YES
1273	1505	achieving	VBG	VBG	YES
1274	1506	adaptation	NN	NN	YES
1275	1508	Such	JJ	JJ	YES
1276	1509	predictions	NNS	NNS	YES
1277	1510	or	CC	CC	YES
1278	1511	planning	NN	NN	YES
1279	1512	ahead	RB	RB	YES
1280	1513	can	MD	MD	YES
1281	1514	be	VB	VB	YES
1282	1515	achieved	VBN	VBN	YES
1283	1516	by	IN	IN	YES
1284	1517	way	NN	NN	YES
1285	1518	of	IN	IN	YES
1286	1519	internal	JJ	JJ	YES
1287	1520	models	NNS	NNS	YES
1288	1521	that	WDT	WDT	YES
1289	1522	are	VBP	VBP	YES
1290	1523	grounded	VBN	VBN	YES
1291	1524	in	IN	IN	YES
1292	1525	the	DT	DT	YES
1293	1526	overall	JJ	JJ	YES
1294	1527	behavior	NN	NN	YES
1295	1528	of	IN	IN	YES
1296	1529	the	DT	DT	YES
1297	1530	animal	NN	NN	YES
1298	1532	Inspired	VBN	VBN	YES
1299	1533	by	IN	IN	YES
1300	1534	these	DT	DT	YES
1301	1535	findings	NNS	NNS	YES
1302	1537	we	PRP	PRP	YES
1303	1538	present	RB	VBP	NO
1304	1539	here	RB	RB	YES
1305	1541	an	DT	DT	YES
1306	1542	artificial	JJ	JJ	YES
1307	1546	walking	NN	NN	YES
1308	1547	system	NN	NN	YES
1309	1548	which	WDT	WDT	YES
1310	1549	effectively	RB	RB	YES
1311	1550	combines	VBZ	VBZ	YES
1312	1551	biomechanics	NNS	NNS	YES
1313	1553	in	IN	IN	YES
1314	1554	terms	NNS	NNS	YES
1315	1555	of	IN	IN	YES
1316	1556	the	DT	DT	YES
1317	1557	body	NN	NN	YES
1318	1558	and	CC	CC	YES
1319	1559	leg	NN	NN	YES
1320	1560	structures	NNS	NNS	YES
1321	1562	with	IN	IN	YES
1322	1563	the	DT	DT	YES
1323	1564	underlying	VBG	VBG	YES
1324	1565	neural	JJ	JJ	YES
1325	1566	mechanisms	NNS	NNS	YES
1326	1568	The	DT	DT	YES
1327	1569	neural	JJ	JJ	YES
1328	1570	mechanisms	NNS	NNS	YES
1329	1571	consist	VBP	VBP	YES
1330	1572	of	IN	IN	YES
1331	1573	1	CD	CD	YES
1332	1575	central	JJ	JJ	YES
1333	1576	pattern	NN	NN	YES
1334	1577	generator	NN	NN	YES
1335	1578	based	VBN	VBN	YES
1336	1579	control	NN	NN	YES
1337	1580	for	IN	IN	YES
1338	1581	generating	VBG	VBG	YES
1339	1582	basic	JJ	JJ	YES
1340	1583	rhythmic	JJ	JJ	YES
1341	1584	patterns	NNS	NNS	YES
1342	1585	and	CC	CC	YES
1343	1586	coordinated	JJ	VBN	NO
1344	1587	movements	NNS	NNS	YES
1345	1589	2	LS	??	NO
1346	1591	distributed	VBN	VBN	YES
1347	1593	at	IN	IN	YES
1348	1594	each	DT	DT	YES
1349	1595	leg	NN	NN	YES
1350	1597	recurrent	JJ	JJ	YES
1351	1598	neural	NN	JJ	NO
1352	1599	network	NN	NN	YES
1353	1600	based	VBN	VBN	YES
1354	1601	adaptive	JJ	JJ	YES
1355	1602	forward	NN	JJ	NO
1356	1603	models	NNS	NNS	YES
1357	1604	with	IN	IN	YES
1358	1605	efference	NN	NN	YES
1359	1606	copies	NNS	NNS	YES
1360	1607	as	IN	IN	YES
1361	1608	internal	JJ	JJ	YES
1362	1609	models	NNS	NNS	YES
1363	1610	for	IN	IN	YES
1364	1611	sensory	JJ	JJ	YES
1365	1612	predictions	NNS	NNS	YES
1366	1613	and	CC	CC	YES
1367	1614	instantaneous	JJ	JJ	YES
1368	1615	state	NN	NN	YES
1369	1616	estimations	NNS	NNS	YES
1370	1618	and	CC	CC	YES
1371	1619	3	LS	??	NO
1372	1621	searching	VBG	VBG	YES
1373	1622	and	CC	CC	YES
1374	1623	elevation	NN	NN	YES
1375	1624	control	NN	NN	YES
1376	1625	for	IN	IN	YES
1377	1626	adapting	VBG	VBG	YES
1378	1627	the	DT	DT	YES
1379	1628	movement	NN	NN	YES
1380	1629	of	IN	IN	YES
1381	1630	an	DT	DT	YES
1382	1631	individual	JJ	JJ	YES
1383	1632	leg	NN	NN	YES
1384	1633	to	TO	TO	YES
1385	1634	deal	VB	VB	YES
1386	1635	with	IN	IN	YES
1387	1636	different	JJ	JJ	YES
1388	1637	environmental	JJ	JJ	YES
1389	1638	conditions	NNS	NNS	YES
1390	1640	Perceptual	JJ	JJ	YES
1391	1641	similarity	NN	NN	YES
1392	1642	is	VBZ	VBZ	YES
1393	1643	a	DT	DT	YES
1394	1644	cognitive	JJ	JJ	YES
1395	1645	judgment	NN	NN	YES
1396	1646	that	WDT	WDT	YES
1397	1647	represents	VBZ	VBZ	YES
1398	1648	the	DT	DT	YES
1399	1652	of	IN	IN	YES
1400	1653	a	DT	DT	YES
1401	1654	complex	JJ	JJ	YES
1402	1655	cascade	NN	NN	YES
1403	1656	of	IN	IN	YES
1404	1657	hierarchical	JJ	JJ	YES
1405	1658	processing	NN	NN	YES
1406	1659	throughout	IN	IN	YES
1407	1660	visual	JJ	JJ	YES
1408	1661	cortex	NN	NN	YES
1409	1663	Although	IN	IN	YES
1410	1664	it	PRP	PRP	YES
1411	1665	is	VBZ	VBZ	YES
1412	1666	intuitive	JJ	JJ	YES
1413	1667	that	IN	IN	YES
1414	1668	visual	JJ	JJ	YES
1415	1669	objects	NNS	NNS	YES
1416	1670	that	WDT	WDT	YES
1417	1671	appear	VBP	VBP	YES
1418	1672	similar	JJ	JJ	YES
1419	1673	may	MD	MD	YES
1420	1674	share	VB	VB	YES
1421	1675	similar	JJ	JJ	YES
1422	1676	underlying	JJ	JJ	YES
1423	1677	patterns	NNS	NNS	YES
1424	1678	of	IN	IN	YES
1425	1679	neural	JJ	JJ	YES
1426	1680	activation	NN	NN	YES
1427	1682	a	DT	DT	YES
1428	1683	direct	JJ	JJ	YES
1429	1684	mapping	NN	NN	YES
1430	1685	between	IN	IN	YES
1431	1686	perceptual	JJ	JJ	YES
1432	1687	similarity	NN	NN	YES
1433	1688	and	CC	CC	YES
1434	1689	representational	JJ	JJ	YES
1435	1690	distance	NN	NN	YES
1436	1691	has	VBZ	VBZ	YES
1437	1692	not	RB	RB	YES
1438	1693	been	VBN	VBN	YES
1439	1694	demonstrated	VBN	VBN	YES
1440	1696	Here	RB	RB	YES
1441	1697	we	PRP	PRP	YES
1442	1698	explore	VBP	VBP	YES
1443	1699	the	DT	DT	YES
1444	1700	relationship	NN	NN	YES
1445	1701	between	IN	IN	YES
1446	1702	the	DT	DT	YES
1447	1703	human	JJ	JJ	YES
1448	1704	brain	NN	??	NO
1449	1709	representation	NN	NN	YES
1450	1710	of	IN	IN	YES
1451	1711	visual	JJ	JJ	YES
1452	1712	patterns	NNS	NNS	YES
1453	1713	and	CC	CC	YES
1454	1714	behavioral	JJ	JJ	YES
1455	1715	judgments	NNS	NNS	YES
1456	1716	of	IN	IN	YES
1457	1717	perceptual	JJ	JJ	YES
1458	1718	similarity	NN	NN	YES
1459	1720	The	DT	DT	YES
1460	1721	visual	JJ	JJ	YES
1461	1722	stimuli	NNS	NNS	YES
1462	1723	were	VBD	VBD	YES
1463	1724	abstract	JJ	JJ	YES
1464	1725	patterns	NNS	NNS	YES
1465	1726	constructed	VBN	VBN	YES
1466	1727	from	IN	IN	YES
1467	1728	identical	JJ	JJ	YES
1468	1729	perceptual	JJ	JJ	YES
1469	1730	units	NNS	NNS	YES
1470	1732	oriented	VBN	VBN	YES
1471	1733	Gabor	NNP	NNP	YES
1472	1734	patches	NNS	NNS	YES
1473	1736	so	IN	RB	NO
1474	1737	that	IN	IN	YES
1475	1738	each	DT	DT	YES
1476	1739	pattern	NN	NN	YES
1477	1740	had	VBD	VBD	YES
1478	1741	a	DT	DT	YES
1479	1742	unique	JJ	JJ	YES
1480	1743	global	JJ	JJ	YES
1481	1744	form	NN	NN	YES
1482	1745	or	CC	CC	YES
1483	1746	perceptual	JJ	JJ	YES
1484	1748	Gestalt	NNP	NN	NO
1485	1751	The	DT	DT	YES
1486	1752	visual	JJ	JJ	YES
1487	1753	stimuli	NNS	NNS	YES
1488	1754	were	VBD	VBD	YES
1489	1755	decodable	JJ	JJ	YES
1490	1756	from	IN	IN	YES
1491	1757	evoked	VBN	VBN	YES
1492	1758	neural	JJ	JJ	YES
1493	1759	activation	NN	NN	YES
1494	1760	patterns	NNS	NNS	YES
1495	1761	measured	VBN	VBN	YES
1496	1762	with	IN	IN	YES
1497	1763	magnetoencephalography	NN	NN	YES
1498	1765	MEG	NNP	NN	NO
1499	1768	however	RB	RB	YES
1500	1770	stimuli	NNS	NNS	YES
1501	1771	differed	VBD	VBD	YES
1502	1772	in	IN	IN	YES
1503	1773	the	DT	DT	YES
1504	1774	similarity	NN	NN	YES
1505	1775	of	IN	IN	YES
1506	1776	their	PRP$	PRP$	YES
1507	1777	neural	JJ	JJ	YES
1508	1778	representation	NN	NN	YES
1509	1779	as	IN	IN	YES
1510	1780	estimated	VBN	VBN	YES
1511	1781	by	IN	IN	YES
1512	1782	differences	NNS	NNS	YES
1513	1783	in	IN	IN	YES
1514	1784	decodability	NN	NN	YES
1515	1786	Early	RB	RB	YES
1516	1787	after	IN	IN	YES
1517	1788	stimulus	NN	NN	YES
1518	1789	onset	NN	NN	YES
1519	1791	from	IN	IN	YES
1520	1792	50ms	NN	??	NO
1521	1795	a	DT	DT	YES
1522	1796	model	NN	NN	YES
1523	1797	based	VBN	VBN	YES
1524	1798	on	IN	IN	YES
1525	1799	retinotopic	NN	JJ	NO
1526	1800	organization	NN	NN	YES
1527	1801	predicted	VBD	VBD	YES
1528	1802	the	DT	DT	YES
1529	1803	representational	JJ	JJ	YES
1530	1804	similarity	NN	NN	YES
1531	1805	of	IN	IN	YES
1532	1806	the	DT	DT	YES
1533	1807	visual	JJ	JJ	YES
1534	1808	stimuli	NN	NN	YES
1535	1810	Following	VBG	VBG	YES
1536	1811	the	DT	DT	YES
1537	1812	peak	NN	NN	YES
1538	1813	correlation	NN	NN	YES
1539	1814	between	IN	IN	YES
1540	1815	the	DT	DT	YES
1541	1816	retinotopic	JJ	JJ	YES
1542	1817	model	NN	NN	YES
1543	1818	and	CC	CC	YES
1544	1819	neural	JJ	JJ	YES
1545	1820	data	NNS	NNS	YES
1546	1821	at	IN	IN	YES
1547	1822	80ms	NN	??	NO
1548	1824	the	DT	DT	YES
1549	1825	neural	JJ	JJ	YES
1550	1826	representations	NNS	NNS	YES
1551	1827	quickly	RB	RB	YES
1552	1828	evolved	VBD	VBD	YES
1553	1829	so	IN	??	NO
1554	1830	that	IN	IN	YES
1555	1831	retinotopy	NN	NN	YES
1556	1832	no	RB	RB	YES
1557	1833	longer	RB	RB	YES
1558	1834	provided	VBN	VBD	NO
1559	1835	a	DT	DT	YES
1560	1836	sufficient	JJ	JJ	YES
1561	1837	account	NN	NN	YES
1562	1838	of	IN	IN	YES
1563	1839	the	DT	DT	YES
1564	1840	brain	NN	??	NO
1565	1845	representation	NN	NN	YES
1566	1846	of	IN	IN	YES
1567	1847	the	DT	DT	YES
1568	1848	stimuli	NNS	NNS	YES
1569	1850	Overall	RB	RB	YES
1570	1851	the	DT	DT	YES
1571	1852	strongest	JJS	JJS	YES
1572	1853	predictor	NN	NN	YES
1573	1854	of	IN	IN	YES
1574	1855	the	DT	DT	YES
1575	1856	brain	NN	??	NO
1576	1858	representation	NN	NN	YES
1577	1859	was	VBD	VBD	YES
1578	1860	a	DT	DT	YES
1579	1861	model	NN	NN	YES
1580	1862	based	VBN	VBN	YES
1581	1863	on	IN	IN	YES
1582	1864	human	JJ	JJ	YES
1583	1865	judgments	NNS	NNS	YES
1584	1866	of	IN	IN	YES
1585	1867	perceptual	JJ	JJ	YES
1586	1868	similarity	NN	NN	YES
1587	1870	which	WDT	WDT	YES
1588	1871	reached	VBD	VBD	YES
1589	1872	the	DT	DT	YES
1590	1873	theoretical	JJ	JJ	YES
1591	1874	limits	NNS	NNS	YES
