indexInDoc	token	posTag
1668	large	JJ
1669	body	NN
1670	of	OO
1671	expert	JJ
1672	knowledge	NN
1673	is	VB
1674	available	JJ
1675	as	OO
1676	a	OO
1677	series	NN
1678	of	OO
1679	simple	JJ
1680	and	OO
1681	low	JJ
1682	level	NN
1683	parametric	JJ
1684	scores	NN
1685	The	OO
1686	goal	NN
1687	is	VB
1688	to	OO
1689	build	VB
1690	an	OO
1691	interpretable	JJ
1692	classifier	NN
1693	from	OO
1694	this	OO
1695	knowledge	NN
1696	and	OO
1697	from	OO
1698	a	OO
1699	learning	NN
1700	set	NN
1701	Then	RB
1702	the	OO
1703	scores	NN
1704	are	VB
1705	assumed	VB
1706	to	OO
1707	be	VB
1708	simple	JJ
1709	parametric	JJ
1710	functions	NN
1711	from	OO
1712	the	OO
1713	data	NN
1714	space	NN
1715	to	OO
1716	R	NN
1717	with	OO
1718	the	OO
1719	interpretation	NN
1720	that	OO
1721	a	OO
1722	high	JJ
1723	value	NN
1724	of	OO
1725	a	OO
1726	score	NN
1727	indicates	VB
1728	that	OO
1729	the	OO
1730	datum	NN
1731	submitted	VB
1732	to	OO
1733	the	OO
1734	score	NN
1735	belongs	VB
1736	probably	RB
1737	to	OO
1738	the	OO
1739	class	NN
1740	that	OO
1741	the	OO
1742	score	NN
1743	has	VB
1744	been	VB
1745	designed	VB
1746	to	OO
1747	detect	VB
1748	consider	VB
1749	a	OO
1750	concrete	JJ
1751	example	NN
1752	from	OO
1753	our	JJ
1754	main	JJ
1755	application	NN
1756	domain	NN
1757	aircraft	NN
1758	engine	NN
1759	monitoring	NN
1760	see	VB
1761	7	OO
1762	for	OO
1763	details	NN
1764	We	NN
1765	aim	VB
1766	here	RB
1767	at	OO
1768	classifying	VB
1769	some	OO
1770	short	JJ
1771	time	NN
1772	series	NN
1773	around	OO
1774	150	OO
1775	time	NN
1776	points	NN
1777	each	OO
1778	series	NN
1779	having	VB
1780	its	JJ
1781	own	JJ
1782	specific	JJ
1783	length	NN
1784	into	OO
1785	different	JJ
1786	classes	NN
1787	normal	JJ
1788	signal	NN
1789	and	OO
1790	different	JJ
1791	types	NN
1792	of	OO
1793	anomalies	NN
1794	corresponding	VB
1795	to	OO
1796	some	OO
1797	non	JJ
1798	stationarity	NN
1799	in	OO
1800	the	OO
1801	signal	NN
1802	We	NN
1803	propose	VB
1804	a	OO
1805	new	JJ
1806	technique	NN
1807	for	OO
1808	processing	NN
1809	registered	JJ
1810	EM	NN
1811	image	NN
1812	stacks	NN
1813	to	OO
1814	remove	VB
1815	discontinuities	NN
1816	while	OO
1817	preserving	VB
1818	detail	NN
1819	To	OO
1820	this	OO
1821	end	NN
1822	we	NN
1823	process	VB
1824	the	OO
1825	image	NN
1826	stack	NN
1827	by	OO
1828	first	JJ
1829	performing	VB
1830	anisotropic	JJ
1831	smoothing	NN
1832	along	OO
1833	the	OO
1834	slice	NN
1835	axis	NN
1836	and	OO
1837	then	RB
1838	solving	VB
1839	a	OO
1840	Poisson	NN
1841	equation	NN
1842	within	OO
1843	each	OO
1844	slice	NN
1845	to	OO
1846	the	OO
1847	detail	NN
1848	The	OO
1849	final	JJ
1850	image	NN
1851	stack	NN
1852	is	VB
1853	continuous	JJ
1854	across	OO
1855	the	OO
1856	slice	NN
1857	axis	NN
1858	and	OO
1859	maintains	VB
1860	sharp	JJ
1861	details	NN
1862	within	OO
1863	each	OO
1864	slice	NN
1865	Adapting	VB
1866	existing	VB
1867	techniques	NN
1868	for	OO
1869	solving	VB
1870	the	OO
1871	linear	JJ
1872	system	NN
1873	we	NN
1874	describe	VB
1875	a	OO
1876	parallel	JJ
1877	algorithm	NN
1878	with	OO
1879	time	NN
1880	complexity	NN
1881	that	OO
1882	is	VB
1883	linear	JJ
1884	in	OO
1885	the	OO
1886	size	NN
1887	of	OO
1888	the	OO
1889	data	NN
1890	and	OO
1891	space	NN
1892	complexity	NN
1893	that	OO
1894	is	VB
1895	allowing	VB
1896	us	NN
1897	to	OO
1898	process	VB
1899	datasets	NN
1900	as	RB
1901	large	JJ
1902	as	OO
1903	five	OO
1904	teravoxels	NN
1905	with	OO
1906	a	OO
1907	600	OO
1908	MB	NN
1909	memory	NN
1910	footprint	NN
1911	Index	NN
1912	Domain	NN
1913	Image	NN
1914	Processing	NN
1915	Image	NN
1916	Fusion	NN
1917	I	NN
1918	INTRODUCTION	NN
1919	Recent	JJ
1920	innovation	NN
1921	and	OO
1922	automation	NN
1923	of	OO
1924	electron	NN
1925	microscopy	NN
1926	sectioning	NN
1927	has	VB
1928	made	VB
1929	it	NN
1930	possible	JJ
1931	to	OO
1932	obtain	VB
1933	image	NN
1934	stacks	NN
1935	capturing	VB
1936	the	OO
1937	relationships	NN
1938	between	OO
1939	cellular	JJ
1940	structures	NN
1941	1	OO
1942	This	OO
1943	in	OO
1944	turn	NN
1945	has	VB
1946	motivated	VB
1947	research	NN
1948	in	OO
1949	areas	NN
1950	such	JJ
1951	as	OO
1952	connectomics	NN
1953	2	OO
1954	3	OO
1955	4	OO
1956	5	OO
1957	which	OO
1958	aims	VB
1959	to	OO
1960	gain	VB
1961	insight	NN
1962	into	OO
1963	neural	JJ
1964	function	NN
1965	through	OO
1966	the	OO
1967	study	NN
1968	of	OO
1969	the	OO
1970	connectivity	NN
1971	network	NN
1972	While	OO
1973	the	OO
1974	technological	JJ
1975	advances	NN
1976	in	OO
1977	acquisition	NN
1978	and	OO
1979	registration	NN
1980	have	VB
1981	made	VB
1982	it	NN
1983	possible	JJ
1984	to	OO
1985	acquire	VB
1986	unprecedentedly	RB
1987	large	JJ
1988	volumes	NN
1989	the	OO
1990	acquisition	NN
1991	process	NN
1992	itself	NN
1993	introduces	VB
1994	undesirable	JJ
1995	artifacts	NN
1996	in	OO
1997	the	OO
1998	data	NN
1999	complicating	VB
2000	tasks	NN
2001	of	OO
2002	anatomy	NN
2003	tracking	NN
2004	One	JJ
2005	morning	NN
2006	when	RB
2007	Gregor	NN
2008	Samsa	NN
2009	woke	VB
2010	from	OO
2011	troubled	JJ
2012	dreams	NN
2013	he	NN
2014	found	VB
2015	himself	NN
2016	transformed	VB
2017	in	OO
2018	his	JJ
2019	bed	NN
2020	into	OO
2021	a	OO
2022	horrible	JJ
2023	vermin	NN
2024	He	NN
2025	lay	VB
2026	on	OO
2027	his	JJ
2028	back	??
2029	and	OO
2030	if	OO
2031	he	NN
2032	lifted	VB
2033	his	JJ
2034	head	NN
2035	a	OO
2036	little	JJ
2037	he	NN
2038	could	VB
2039	see	VB
2040	his	JJ
2041	brown	JJ
2042	belly	NN
2043	slightly	RB
2044	domed	JJ
2045	and	OO
2046	divided	VB
2047	by	OO
2048	arches	NN
2049	into	OO
2050	stiff	JJ
2051	sections	NN
2052	The	OO
2053	bedding	NN
2054	was	VB
2055	hardly	RB
2056	able	JJ
2057	to	OO
2058	cover	VB
2059	it	NN
2060	and	OO
2061	seemed	VB
2062	ready	JJ
2063	to	OO
2064	slide	VB
2065	off	OO
2066	any	OO
2067	moment	NN
2068	His	JJ
2069	many	JJ
2070	legs	NN
2071	pitifully	RB
2072	thin	JJ
2073	compared	VB
2074	with	OO
2075	the	OO
2076	size	NN
2077	of	OO
2078	the	OO
2079	rest	NN
2080	of	OO
2081	him	NN
2082	waved	VB
2083	about	RB
2084	helplessly	RB
2085	as	OO
2086	he	NN
2087	looked	VB
2088	What	NN
2089	s	VB
2090	happened	VB
2091	to	OO
2092	me	NN
2093	he	NN
2094	thought	VB
2095	It	NN
2096	was	VB
2097	nt	RB
2098	a	OO
2099	dream	NN
2100	His	JJ
2101	room	NN
2102	a	OO
2103	proper	JJ
2104	human	NN
2105	room	NN
2106	although	OO
2107	a	OO
2108	little	RB
2109	too	RB
2110	small	JJ
2111	lay	VB
2112	peacefully	RB
2113	between	OO
2114	its	JJ
2115	four	OO
2116	familiar	JJ
2117	walls	NN
2118	A	OO
2119	collection	NN
2120	of	OO
2121	textile	JJ
2122	samples	NN
2123	lay	VB
2124	spread	VB
2125	out	RB
2126	on	OO
2127	the	OO
2128	table	NN
2129	Samsa	NN
2130	was	VB
2131	a	OO
2132	travelling	JJ
2133	salesman	NN
2134	and	OO
2135	above	OO
2136	it	NN
2137	there	OO
2138	hung	VB
2139	a	OO
2140	picture	NN
2141	that	OO
2142	he	NN
2143	had	VB
2144	recently	RB
2145	cut	VB
2146	out	OO
2147	of	OO
2148	an	OO
2149	illustrated	JJ
2150	magazine	NN
2151	and	OO
2152	housed	VB
2153	in	OO
2154	a	OO
2155	nice	JJ
2156	gilded	JJ
2157	frame	NN
2158	It	NN
2159	showed	VB
2160	a	OO
2161	lady	NN
2162	fitted	VB
2163	out	OO
2164	with	OO
2165	a	OO
2166	fur	NN
2167	hat	NN
2168	and	OO
2169	fur	JJ
2170	boa	NN
2171	who	NN
2172	sat	VB
2173	upright	RB
2174	raising	VB
2175	a	OO
2176	heavy	JJ
2177	fur	NN
2178	muff	NN
2179	that	OO
2180	covered	VB
2181	the	OO
2182	whole	NN
2183	of	OO
2184	her	JJ
2185	lower	JJ
2186	arm	NN
2187	towards	OO
2188	the	OO
2189	viewer	NN
2190	Gregor	NN
2191	then	RB
2192	turned	VB
2193	to	OO
2194	look	VB
2195	out	OO
2196	the	OO
2197	window	NN
2198	at	OO
2199	the	OO
2200	dull	JJ
2201	weather	NN
2202	It	NN
2203	was	VB
2204	the	OO
2205	year	NN
2206	of	OO
2207	Our	JJ
2208	Lord	NN
2209	one	OO
2210	thousand	OO
2211	seven	OO
2212	hundred	OO
2213	and	OO
2214	Spiritual	JJ
2215	revelations	NN
2216	were	VB
2217	conceded	VB
2218	to	OO
2219	England	NN
2220	at	OO
2221	that	OO
2222	favoured	JJ
2223	period	NN
2224	as	OO
2225	at	OO
2226	this	OO
2227	Mrs	NN
2228	Southcott	NN
2229	had	VB
2230	recently	RB
2231	attained	VB
2232	her	JJ
2233	blessed	JJ
2234	birthday	NN
2235	of	OO
2236	whom	NN
2237	a	OO
2238	prophetic	JJ
2239	private	JJ
2240	in	OO
2241	the	OO
2242	Life	NN
2243	Guards	NN
2244	had	VB
2245	heralded	VB
2246	the	OO
2247	sublime	JJ
2248	appearance	NN
2249	by	OO
2250	announcing	VB
2251	that	OO
2252	arrangements	NN
2253	were	VB
2254	made	VB
2255	for	OO
2256	the	OO
2257	swallowing	VB
2258	up	OO
2259	of	OO
2260	London	NN
2261	and	OO
2262	Westminster	NN
2263	Even	RB
2264	the	OO
2265	ghost	NN
2266	had	VB
2267	been	VB
2268	laid	VB
2269	only	RB
2270	a	OO
2271	round	JJ
2272	dozen	NN
2273	of	OO
2274	years	NN
2275	after	OO
2276	rapping	VB
2277	out	OO
2278	its	JJ
2279	messages	NN
2280	as	OO
2281	the	OO
2282	spirits	NN
2283	of	OO
2284	this	OO
2285	very	JJ
2286	year	NN
2287	last	JJ
2288	past	NN
2289	supernaturally	RB
2290	deficient	JJ
2291	in	OO
2292	originality	NN
2293	rapped	VB
2294	out	OO
2295	theirs	NN
2296	Mere	JJ
2297	messages	NN
2298	in	OO
2299	the	OO
2300	earthly	JJ
2301	order	NN
2302	of	OO
2303	events	NN
2304	had	VB
2305	lately	RB
2306	come	VB
2307	to	OO
2308	the	OO
2309	English	JJ
2310	Crown	NN
2311	and	OO
2312	People	NN
2313	from	OO
2314	a	OO
2315	congress	NN
2316	of	OO
2317	British	JJ
2318	subjects	NN
2319	in	OO
2320	America	NN
2321	which	OO
2322	strange	JJ
2323	to	OO
2324	relate	VB
2325	have	VB
2326	proved	VB
2327	more	RB
2328	important	JJ
2329	to	OO
2330	the	OO
2331	human	JJ
2332	race	NN
2333	than	OO
2334	any	OO
2335	communications	NN
2336	yet	RB
2337	received	VB
2338	through	OO
2339	any	OO
2340	of	OO
2341	the	OO
2342	chickens	NN
2343	of	OO
2344	the	OO
2345	brood	NN
2346	France	NN
2347	less	RB
2348	favoured	JJ
2349	on	OO
2350	the	OO
2351	whole	NN
2352	as	OO
2353	to	OO
2354	matters	NN
2355	spiritual	JJ
2356	than	OO
2357	her	JJ
2358	sister	NN
2359	of	OO
2360	the	OO
2361	shield	NN
2362	and	OO
2363	trident	NN
2364	rolled	VB
2365	with	OO
2366	exceeding	VB
2367	smoothness	JJ
2368	down	OO
2369	hill	NN
2370	making	VB
2371	paper	NN
2372	money	NN
2373	and	OO
2374	spending	VB
2375	it	NN
2376	Under	OO
2377	the	OO
2378	guidance	NN
2379	of	OO
2380	her	JJ
2381	Christian	JJ
2382	pastors	NN
2383	she	NN
2384	entertained	VB
2385	herself	NN
2386	besides	RB
2387	with	OO
2388	such	JJ
2389	humane	JJ
2390	achievements	NN
2391	as	OO
2392	sentencing	NN
2393	a	OO
2394	youth	NN
2395	to	OO
2396	have	VB
2397	his	JJ
2398	hands	NN
2399	cut	VB
2400	off	OO
2401	his	JJ
2402	tongue	NN
2403	torn	VB
2404	out	RB
2405	with	OO
2406	pincers	NN
2407	and	OO
2408	his	JJ
2409	body	NN
2410	burned	VB
2411	alive	JJ
2412	because	OO
2413	he	NN
2414	had	VB
2415	not	RB
2416	kneeled	VB
2417	down	OO
2418	in	OO
2419	the	OO
2420	rain	NN
2421	to	OO
2422	do	VB
2423	honour	NN
2424	to	OO
2425	a	OO
2426	dirty	JJ
2427	procession	NN
2428	of	OO
2429	monks	NN
2430	which	OO
2431	passed	VB
2432	within	OO
2433	his	JJ
2434	view	NN
2435	at	OO
2436	a	OO
2437	distance	NN
2438	of	OO
2439	some	OO
2440	fifty	OO
2441	or	OO
2442	sixty	OO
2443	yards	NN
2444	Well	??
2445	then	RB
2446	the	OO
2447	old	JJ
2448	thingcommenced	??
2449	again	RB
2450	The	OO
2451	widow	NN
2452	rung	VB
2453	a	OO
2454	bell	NN
2455	for	OO
2456	supper	NN
2457	and	OO
2458	you	NN
2459	had	VB
2460	to	OO
2461	cometo	??
2462	time	NN
2463	When	RB
2464	you	NN
2465	got	VB
2466	to	OO
2467	the	OO
2468	table	NN
2469	you	NN
2470	could	VB
2471	nt	RB
2472	go	VB
2473	right	RB
2474	to	OO
2475	eating	NN
2476	butyou	NN
2477	had	VB
2478	to	OO
2479	wait	VB
2480	for	OO
2481	the	OO
2482	widow	NN
2483	to	OO
2484	tuck	VB
2485	down	OO
2486	her	JJ
2487	head	NN
2488	and	OO
2489	grumble	VB
2490	a	OO
2491	littleover	??
2492	the	OO
2493	victuals	NN
2494	though	OO
2495	there	OO
2496	really	RB
2497	anything	NN
2498	the	OO
2499	matter	NN
2500	is	VB
2501	nothing	NN
2502	only	RB
2503	everything	NN
2504	was	VB
2505	cooked	VB
2506	by	OO
2507	itself	NN
2508	In	OO
2509	abarrel	NN
2510	of	OO
2511	odds	NN
2512	and	OO
2513	ends	VB
2514	it	NN
2515	is	VB
2516	different	JJ
2517	things	NN
2518	get	VB
2519	mixed	JJ
2520	up	RB
2521	and	OO
2522	thejuice	??
2523	kind	RB
2524	of	RB
2525	swaps	NN
2526	around	RB
2527	and	OO
2528	the	OO
2529	things	NN
2530	go	VB
2531	supper	NN
2532	she	NN
2533	got	VB
2534	out	OO
2535	her	JJ
2536	book	NN
2537	and	OO
2538	learned	VB
2539	me	NN
2540	about	OO
2541	Moses	NN
2542	and	OO
2543	theBulrushers	NN
2544	and	OO
2545	I	NN
2546	was	VB
2547	in	OO
2548	a	OO
2549	sweat	NN
2550	to	OO
2551	find	VB
2552	out	OO
2553	all	OO
2554	about	OO
2555	him	NN
2556	but	OO
2557	by	OO
2558	andby	??
2559	she	NN
2560	let	VB
2561	it	NN
2562	out	OO
2563	that	OO
2564	Moses	NN
2565	had	VB
2566	been	VB
2567	dead	JJ
2568	a	OO
2569	considerable	JJ
2570	long	JJ
2571	time	NN
2572	sothen	??
2573	I	NN
2574	did	VB
2575	nt	RB
2576	care	VB
2577	no	OO
2578	more	??
2579	about	OO
2580	him	NN
2581	because	OO
2582	I	NN
2583	do	VB
2584	nt	RB
2585	take	VB
2586	no	OO
2587	stock	NN
2588	indead	??
2589	soon	RB
2590	I	NN
2591	wanted	VB
2592	to	OO
2593	smoke	VB
2594	and	OO
2595	asked	VB
2596	the	OO
2597	widow	NN
2598	to	OO
2599	let	VB
2600	me	NN
2601	But	OO
2602	She	NN
2603	said	VB
2604	it	NN
2605	was	VB
2606	a	OO
2607	mean	JJ
2608	practice	NN
2609	and	OO
2610	was	VB
2611	nt	RB
2612	clean	JJ
2613	and	OO
2614	I	NN
2615	musttry	VB
2616	to	OO
2617	not	RB
2618	do	VB
2619	it	NN
2620	any	OO
2621	more	RB
2622	That	OO
2623	is	VB
2624	just	RB
2625	the	OO
2626	way	NN
2627	with	OO
2628	some	OO
2629	people	NN
2630	Theyget	??
2631	down	RB
2632	on	OO
2633	a	OO
2634	thing	NN
2635	when	RB
2636	they	NN
2637	do	VB
2638	nt	RB
2639	know	VB
2640	nothing	NN
2641	about	OO
2642	it	NN
2643	And	OO
2644	yet	RB
2645	there	OO
2646	was	VB
2647	but	OO
2648	one	OO
2649	woman	NN
2650	to	OO
2651	him	NN
2652	and	OO
2653	that	OO
2654	woman	NN
2655	was	VB
2656	the	OO
2657	late	JJ
2658	Irene	NN
2659	Adler	NN
2660	of	OO
2661	dubious	JJ
2662	and	OO
2663	questionable	JJ
2664	memory	NN
2665	I	NN
2666	had	VB
2667	seen	VB
2668	little	NN
2669	of	OO
2670	Holmes	NN
2671	lately	RB
2672	My	JJ
2673	marriage	NN
2674	had	VB
2675	drifted	VB
2676	us	NN
2677	away	RB
2678	from	OO
2679	each	OO
2680	other	JJ
2681	My	JJ
2682	own	JJ
2683	complete	JJ
2684	happiness	NN
2685	and	OO
2686	the	OO
2687	interests	NN
2688	which	OO
2689	rise	VB
2690	up	OO
2691	around	OO
2692	the	OO
2693	man	NN
2694	who	NN
2695	first	RB
2696	finds	VB
2697	himself	NN
2698	master	NN
2699	of	OO
2700	his	JJ
2701	own	JJ
2702	establishment	NN
2703	were	VB
2704	sufficient	JJ
2705	to	OO
2706	absorb	VB
2707	all	OO
2708	my	JJ
2709	attention	NN
2710	while	OO
2711	Holmes	NN
2712	who	NN
2713	loathed	VB
2714	every	OO
2715	form	NN
2716	of	OO
2717	society	NN
2718	with	OO
2719	his	JJ
2720	whole	JJ
2721	Bohemian	JJ
2722	soul	NN
2723	remained	VB
2724	in	OO
2725	our	JJ
2726	lodgings	NN
2727	in	OO
2728	Baker	NN
2729	Street	NN
2730	buried	VB
2731	among	OO
2732	his	JJ
2733	old	JJ
2734	books	NN
2735	and	OO
2736	alternating	VB
2737	from	OO
2738	week	NN
2739	to	OO
2740	week	NN
2741	between	OO
2742	cocaine	NN
2743	and	OO
2744	ambition	NN
2745	the	OO
2746	drowsiness	NN
2747	of	OO
2748	the	OO
2749	drug	NN
2750	and	OO
2751	the	OO
2752	fierce	JJ
2753	energy	NN
2754	of	OO
2755	his	JJ
2756	own	JJ
2757	keen	JJ
2758	nature	NN
2759	He	NN
2760	was	VB
2761	still	RB
2762	as	OO
2763	ever	RB
2764	deeply	RB
2765	attracted	VB
2766	by	OO
2767	the	OO
2768	study	NN
2769	of	OO
2770	crime	NN
2771	and	OO
2772	occupied	VB
2773	his	JJ
2774	immense	JJ
2775	faculties	NN
2776	and	OO
2777	extraordinary	JJ
2778	powers	NN
2779	of	OO
2780	observation	NN
2781	in	OO
2782	following	VB
2783	out	OO
2784	those	OO
2785	clues	NN
2786	and	OO
2787	clearing	VB
2788	up	OO
2789	those	OO
2790	mysteries	NN
2791	which	OO
2792	had	VB
2793	been	VB
2794	abandoned	VB
2795	as	OO
2796	hopeless	JJ
2797	by	OO
2798	the	OO
2799	official	JJ
2800	police	NN
2801	From	OO
2802	time	NN
2803	to	OO
2804	time	NN
2805	I	NN
2806	heard	VB
2807	some	OO
2808	vague	JJ
2809	account	NN
2810	of	OO
2811	his	JJ
2812	doings	NN
2813	of	OO
2814	his	JJ
2815	summons	NN
2816	to	OO
2817	Odessa	NN
2818	in	OO
2819	the	OO
2820	case	NN
2821	of	OO
2822	the	OO
2823	Trepoff	JJ
2824	murder	NN
2825	of	OO
2826	his	JJ
2827	clearing	NN
2828	up	RB
2829	of	OO
2830	the	OO
2831	singular	JJ
2832	tragedy	NN
2833	of	OO
2834	the	OO
2835	Atkinson	NN
2836	brothers	NN
2837	at	OO
2838	Trincomalee	NN
2839	and	OO
2840	finally	RB
2841	of	OO
2842	the	OO
2843	mission	NN
2844	which	OO
2845	he	NN
2846	had	VB
2847	accomplished	VB
2848	so	RB
2849	delicately	RB
2850	and	OO
2851	successfully	RB
2852	for	OO
2853	the	OO
2854	reigning	JJ
2855	family	NN
2856	of	OO
2857	Holland	NN
2858	Emma	NN
2859	Woodhouse	NN
2860	handsome	JJ
2861	clever	JJ
2862	and	OO
2863	rich	JJ
2864	with	OO
2865	a	OO
2866	comfortable	JJ
2867	homeand	NN
2868	happy	JJ
2869	disposition	NN
2870	seemed	VB
2871	to	OO
2872	unite	VB
2873	some	OO
2874	of	OO
2875	the	OO
2876	best	JJ
2877	blessings	NN
2878	ofexistence	NN
2879	and	OO
2880	had	VB
2881	lived	VB
2882	nearly	RB
2883	years	NN
2884	in	OO
2885	the	OO
2886	world	NN
2887	with	OO
2888	verylittle	NN
2889	to	OO
2890	distress	NN
2891	or	OO
2892	vex	NN
2893	was	VB
2894	the	OO
2895	youngest	JJ
2896	of	OO
2897	the	OO
2898	two	OO
2899	daughters	NN
2900	of	OO
2901	a	OO
2902	most	RB
2903	affectionate	JJ
2904	indulgent	JJ
2905	father	NN
2906	and	OO
2907	had	VB
2908	in	OO
2909	consequence	NN
2910	of	OO
2911	her	JJ
2912	sister	NN
2913	s	OO
2914	marriage	NN
2915	beenmistress	NN
2916	of	OO
2917	his	JJ
2918	house	NN
2919	from	OO
2920	a	OO
2921	very	RB
2922	early	JJ
2923	period	NN
2924	Her	JJ
2925	mother	NN
2926	had	VB
2927	diedtoo	??
2928	long	RB
2929	ago	RB
2930	for	OO
2931	her	NN
2932	to	OO
2933	have	VB
2934	more	JJ
2935	than	OO
2936	an	OO
2937	indistinct	JJ
2938	remembrance	NN
2939	ofher	??
2940	caresses	NN
2941	and	OO
2942	her	JJ
2943	place	NN
2944	had	VB
2945	been	VB
2946	supplied	VB
2947	by	OO
2948	an	OO
2949	excellent	JJ
2950	woman	NN
2951	asgoverness	NN
2952	who	NN
2953	had	VB
2954	fallen	VB
2955	little	JJ
2956	short	JJ
2957	of	OO
2958	a	OO
2959	mother	NN
2960	in	OO
2961	years	NN
2962	had	VB
2963	Miss	NN
2964	Taylor	NN
2965	been	VB
2966	in	OO
2967	Mr	NN
2968	Woodhouse	NN
2969	s	OO
2970	family	NN
2971	less	RB
2972	as	OO
2973	agoverness	NN
2974	than	OO
2975	a	OO
2976	friend	NN
2977	very	RB
2978	fond	JJ
2979	of	OO
2980	both	OO
2981	daughters	NN
2982	but	OO
2983	particularlyof	??
2984	Emma	NN
2985	Between	??
2986	it	NN
2987	was	VB
2988	more	??
2989	the	OO
2990	intimacy	NN
2991	of	OO
2992	sisters	NN
2993	Even	RB
2994	beforeMiss	??
2995	Taylor	NN
2996	had	VB
2997	ceased	VB
2998	to	OO
2999	hold	VB
3000	the	OO
3001	nominal	JJ
3002	office	NN
3003	of	OO
3004	governess	NN
3005	themildness	NN
3006	of	OO
3007	her	JJ
3008	temper	NN
3009	had	VB
3010	hardly	RB
3011	allowed	VB
3012	her	NN
3013	to	OO
3014	impose	VB
3015	any	OO
3016	the	OO
3017	shadow	NN
3018	of	OO
3019	authority	NN
3020	being	VB
3021	now	RB
3022	long	RB
3023	passed	VB
3024	away	RB
3025	they	NN
3026	had	VB
3027	beenliving	VB
3028	together	RB
3029	as	OO
3030	friend	NN
3031	and	OO
3032	friend	NN
3033	very	RB
3034	mutually	RB
3035	attached	JJ
3036	and	OO
3037	Emmadoing	NN
3038	just	RB
3039	what	NN
3040	she	NN
3041	liked	VB
3042	highly	RB
3043	esteeming	VB
3044	Miss	NN
3045	Taylor	NN
3046	s	OO
3047	judgment	NN
3048	butdirected	??
3049	chiefly	RB
3050	by	OO
3051	her	JJ
3052	own	JJ
3053	The	JJ
3054	studio	NN
3055	was	VB
3056	filled	VB
3057	with	OO
3058	the	OO
3059	rich	JJ
3060	odour	NN
3061	of	OO
3062	roses	NN
3063	and	OO
3064	when	RB
3065	the	OO
3066	lightsummer	NN
3067	wind	NN
3068	stirred	VB
3069	amidst	OO
3070	the	OO
3071	trees	NN
3072	of	OO
3073	the	OO
3074	garden	NN
3075	there	OO
3076	came	VB
3077	throughthe	??
3078	open	JJ
3079	door	NN
3080	the	OO
3081	heavy	JJ
3082	scent	NN
3083	of	OO
3084	the	OO
3085	lilac	NN
3086	or	OO
3087	the	OO
3088	more	JJ
3089	delicateperfume	NN
3090	of	OO
3091	the	OO
3092	thorn	NN
3093	From	OO
3094	the	OO
3095	corner	NN
3096	of	OO
3097	the	OO
3098	divan	NN
3099	of	OO
3100	Persian	JJ
3101	on	OO
3102	which	OO
3103	he	NN
3104	waslying	VB
3105	smoking	VB
3106	as	OO
3107	was	VB
3108	his	JJ
3109	custom	NN
3110	innumerable	JJ
3111	cigarettes	NN
3112	Lord	NN
3113	HenryWotton	NN
3114	could	VB
3115	just	RB
3116	catch	VB
3117	the	OO
3118	gleam	NN
3119	of	OO
3120	the	OO
3121	and	OO
3122	of	OO
3123	a	OO
3124	laburnum	NN
3125	whose	JJ
3126	tremulous	JJ
3127	branches	NN
3128	seemed	VB
3129	hardly	RB
3130	able	JJ
3131	tobear	??
3132	the	OO
3133	burden	NN
3134	of	OO
3135	a	OO
3136	beauty	NN
3137	so	RB
3138	flamelike	??
3139	as	OO
3140	theirs	NN
3141	and	OO
3142	now	RB
3143	and	OO
3144	thenthe	??
3145	fantastic	JJ
3146	shadows	NN
3147	of	OO
3148	birds	NN
3149	in	OO
3150	flight	NN
3151	flitted	VB
3152	across	OO
3153	the	OO
3154	curtains	NN
3155	that	OO
3156	were	VB
3157	stretched	VB
3158	in	OO
3159	front	NN
3160	of	OO
3161	the	OO
3162	huge	JJ
3163	window	NN
3164	producing	VB
3165	a	OO
3166	kind	NN
3167	of	OO
3168	momentary	JJ
3169	Japanese	JJ
3170	effect	NN
3171	and	OO
3172	making	VB
3173	him	NN
3174	think	VB
3175	ofthose	??
3176	pallid	JJ
3177	painters	NN
3178	of	OO
3179	Tokyo	NN
3180	who	NN
3181	through	OO
3182	the	OO
3183	medium	NN
3184	ofan	??
3185	art	NN
3186	that	OO
3187	is	VB
3188	necessarily	RB
3189	immobile	JJ
3190	seek	VB
3191	to	OO
3192	convey	VB
3193	the	OO
3194	sense	NN
3195	ofswiftness	NN
3196	and	OO
3197	motion	NN
3198	The	OO
3199	sullen	JJ
3200	murmur	NN
3201	of	OO
3202	the	OO
3203	bees	NN
3204	shouldering	VB
3205	theirway	??
3206	through	OO
3207	the	OO
3208	long	JJ
3209	unmown	JJ
3210	grass	NN
3211	or	OO
3212	circling	VB
3213	with	OO
3214	monotonousinsistence	NN
3215	round	RB
3216	the	OO
3217	dusty	JJ
3218	gilt	NN
3219	horns	NN
3220	of	OO
3221	the	OO
3222	straggling	JJ
3223	woodbine	NN
3224	seemed	VB
3225	to	OO
3226	make	VB
3227	the	OO
3228	stillness	NN
3229	more	RB
3230	oppressive	JJ
3231	The	OO
3232	dim	JJ
3233	roar	NN
3234	of	OO
3235	Londonwas	NN
3236	like	OO
3237	the	OO
3238	bourdon	JJ
3239	note	NN
3240	of	OO
3241	a	OO
3242	distant	JJ
3243	organ	NN
3244	He	NN
3245	went	VB
3246	up	RB
3247	to	OO
3248	Anna	NN
3249	Pavlovna	NN
3250	kissed	VB
3251	her	JJ
3252	hand	NN
3253	presenting	VB
3254	to	OO
