indexInText	indexInSentence	sentenceNumber	token	posTag	lemma
949	1	58	This	DT	This
950	2	58	prudential	JJ	prudential
951	3	58	mechanism	NN	mechanism
952	4	58	has	VBZ	have
953	5	58	a	DT	a
954	6	58	magnitude	NN	magnitude
955	7	58	of	IN	of
956	8	58	12,345.24	CD	12,345.24
957	9	58	dollars	NNS	dollar
958	10	58	per	IN	per
959	11	58	capita	NN	caput
960	12	58	,	,	,
961	13	58	making	VBG	make
962	14	58	it	PRP	it
963	15	58	a	DT	a
964	16	58	kind	NN	kind
965	17	58	of	IN	of
966	18	58	methodological	JJ	methodological
967	19	58	revolution	NN	revolution
968	20	58	.	.	.
969	1	59	This	DT	This
970	2	59	paper	NN	paper
971	3	59	is	VBZ	be
972	4	59	organized	VBN	organize
973	5	59	as	IN	a
974	6	59	follows	VBZ	follow
975	7	59	:	:	:
976	8	59	an	DT	an
977	9	59	explanation	NN	explanation
978	10	59	of	IN	of
979	11	59	the	DT	the
980	12	59	methodology	NN	methodology
981	13	59	is	VBZ	be
982	14	59	in	IN	in
983	15	59	Section	NN	Section
984	16	59	2	CD	2
985	17	59	.	.	.
986	1	60	However	RB	However
987	2	60	,	,	,
988	3	60	the	DT	the
989	4	60	company	NN	company
990	5	60	has	VBZ	have
991	6	60	a	DT	a
992	7	60	market	NN	market
993	8	60	capitalization	NN	capitalization
994	9	60	of	IN	of
995	10	60	$	$	$
996	11	60	3.2	CD	3.2
997	12	60	billion	CD	billion
998	13	60	.	.	.
999	1	61	But	CC	But
1000	2	61	the	DT	the
1001	3	61	record	NN	record
1002	4	61	breaking	NN	breaking
1003	5	61	heat	NN	heat
1004	6	61	was	VBD	be
1005	7	61	n't	RB	n't
1006	8	61	uniformly	RB	uniformly
1007	9	61	distributed	VBN	distribute
1008	10	61	-	:	-
1009	11	61	it	PRP	it
1010	12	61	was	VBD	be
1011	13	61	particularly	RB	particularly
1012	14	61	pronounced	VBN	pronounce
1013	15	61	at	IN	at
1014	16	61	the	DT	the
1015	17	61	top	NN	top
1016	18	61	of	IN	of
1017	19	61	the	DT	the
1018	20	61	world	NN	world
1019	21	61	,	,	,
1020	22	61	showing	VBG	show
1021	23	61	temperature	NN	temperature
1022	24	61	anomalies	NNS	anomaly
1023	25	61	above	IN	above
1024	26	61	4	CD	4
1025	27	61	degrees	NNS	degree
1026	28	61	Celsius	NNP	Celsius
1027	29	61	(	(	(
1028	30	61	7.2	CD	7.2
1029	31	61	degrees	NNS	degree
1030	32	61	Fahrenheit	NNP	Fahrenheit
1031	33	61	)	)	)
1032	34	61	higher	JJR	higher
1033	35	61	than	IN	than
1034	36	61	the	DT	the
1035	37	61	1951	CD	1951
1036	38	61	to	TO	to
1037	39	61	1980	CD	1980
1038	40	61	average	NN	average
1039	41	61	in	IN	in
1040	42	61	this	DT	this
1041	43	61	region	NN	region
1042	44	61	.	.	.
1043	1	62	Finally	RB	Finally
1044	2	62	,	,	,
1045	3	62	the	DT	the
1046	4	62	first	JJ	first
1047	5	62	billion-dollar	JJ	billion-dollar
1048	6	62	trade	NN	trade
1049	7	62	occured	VBD	occur
1050	8	62	,	,	,
1051	9	62	resulting	VBG	result
1052	10	62	in	IN	in
1053	11	62	a	DT	a
1054	12	62	13.8	CD	13.8
1055	13	62	%	NN	%
1056	14	62	drop	NN	drop
1057	15	62	.	.	.
1058	1	63	Dates	NNS	Dates
1059	2	63	can	MD	can
1060	3	63	also	RB	also
1061	4	63	be	VB	be
1062	5	63	written	VBN	write
1063	6	63	5/13/1972	CD	5/13/1972
1064	7	63	.	.	.
1065	1	64	This	DT	This
1066	2	64	version	NN	version
1067	3	64	of	IN	of
1068	4	64	the	DT	the
1069	5	64	Noobs	NNP	Noobs
1070	6	64	operating	NN	operating
1071	7	64	system	NN	system
1072	8	64	contains	VBZ	contain
1073	9	64	the	DT	the
1074	10	64	most	RBS	most
1075	11	64	recent	JJ	recent
1076	12	64	version	NN	version
1077	13	64	of	IN	of
1078	14	64	Rasbian	JJ	Rasbian
1079	15	64	Jessie	NNP	Jessie
1080	16	64	(	(	(
1081	17	64	released	VBN	release
1082	18	64	2016-02-09	CD	2016-02-09
1083	19	64	)	)	)
1084	20	64	.	.	.
1085	1	65	Rolls-Royce	NNP	Rolls-Royce
1086	2	65	said	VBD	say
1087	3	65	it	PRP	it
1088	4	65	expects	VBZ	expect
1089	5	65	its	PRP$	it
1090	6	65	US	NNP	US
1091	7	65	sales	NNS	sale
1092	8	65	to	TO	to
1093	9	65	remain	VB	remain
1094	10	65	steady	JJ	steady
1095	11	65	at	IN	at
1096	12	65	about	IN	about
1097	13	65	1,200	CD	1,200
1098	14	65	cars	NNS	car
1099	15	65	in	IN	in
1100	16	65	1990	CD	1990
1101	17	65	.	.	.
1102	1	66	It	PRP	It
1103	2	66	's	VBZ	's
1104	3	66	2:15	CD	2:15
1105	4	66	in	IN	in
1106	5	66	the	DT	the
1107	6	66	morning	NN	morning
1108	7	66	,	,	,
1109	8	66	time	NN	time
1110	9	66	to	TO	to
1111	10	66	head	VB	head
1112	11	66	to	TO	to
1113	12	66	the	DT	the
1114	13	66	DZ	NNP	DZ
1115	14	66	.	.	.
1116	1	67	Times	NNS	Times
1117	2	67	like	IN	like
1118	3	67	11:11	CD	11:11
1119	4	67	and	CC	and
1120	5	67	23:45	CD	23:45
1121	6	67	tend	NN	tend
1122	7	67	to	TO	to
1123	8	67	get	VB	get
1124	9	67	noticed	VBN	notice
1125	10	67	.	.	.
1126	1	68	We	PRP	We
1127	2	68	find	VBP	find
1128	3	68	that	IN	that
1129	4	68	``	``	``
1130	5	68	a	DT	a
1131	6	68	practive	NN	practive
1132	7	68	of	IN	of
1133	8	68	calculating	VBG	calculate
1134	9	68	risk	NN	risk
1135	10	68	...	:	...
1136	11	68	for	IN	for
1137	12	68	underprivilaged	JJ	underprivilaged
1138	13	68	population	NN	population
1139	14	68	''	''	''
1140	15	68	of	IN	of
1141	16	68	risk	NN	risk
1142	17	68	seems	VBZ	seem
1143	18	68	relevant	JJ	relevant
1144	19	68	.	.	.
1145	1	69	Once	RB	Once
1146	2	69	the	DT	the
1147	3	69	Solvency	NNP	Solvency
1148	4	69	Capital	NNP	Capital
1149	5	69	Requirement	NNP	Requirement
1150	6	69	(	(	(
1151	7	69	SCR	NNP	SCR
1152	8	69	)	)	)
1153	9	69	is	VBZ	be
1154	10	69	calculated	VBN	calculate
1155	11	69	using	VBG	use
1156	12	69	IPC	NNP	IPC
1157	13	69	#	#	#
1158	14	69	:	:	:
1159	15	69	A61K	$	A61K
1160	16	69	031/455	CD	031/455
1161	17	69	,	,	,
1162	18	69	operational	JJ	operational
1163	19	69	risk	NN	risk
1164	20	69	assessment	NN	assessment
1165	21	69	still	RB	still
1166	22	69	presents	VBZ	present
1167	23	69	a	DT	a
1168	24	69	challenge	NN	challenge
1169	25	69	.	.	.
1170	1	70	The	DT	The
1171	2	70	context	NN	context
1172	3	70	of	IN	of
1173	4	70	the	DT	the
1174	5	70	Own	NNP	Own
1175	6	70	Risk	NNP	Risk
1176	7	70	and	CC	and
1177	8	70	Solvency	NNP	Solvency
1178	9	70	Assessment	NNP	Assessment
1179	10	70	(	(	(
1180	11	70	ORSA	NNP	ORSA
1181	12	70	)	)	)
1182	13	70	approach	NN	approach
1183	14	70	was	VBD	be
1184	15	70	assessed	VBN	assess
1185	16	70	using	VBG	use
1186	17	70	the	DT	the
1187	18	70	F-test	NNP	F-test
1188	19	70	.	.	.
1189	1	71	F-22s	NNP	F-22s
1190	2	71	fly	NN	fly
1191	3	71	low	NN	low
1192	4	71	in	IN	in
1193	5	71	a	DT	a
1194	6	71	show	NN	show
1195	7	71	of	IN	of
1196	8	71	force	NN	force
1197	9	71	.	.	.
1198	1	72	Thus	RB	Thus
1199	2	72	,	,	,
1200	3	72	to	TO	to
1201	4	72	achieve	VB	achieve
1202	5	72	a	DT	a
1203	6	72	Bachelor	NNP	Bachelor
1204	7	72	(	(	(
1205	8	72	with	IN	with
1206	9	72	)	)	)
1207	10	72	Honours	NNP	Honours
1208	11	72	degree	NN	degree
1209	12	72	(	(	(
1210	13	72	abbr	NN	abbr
1211	14	72	.	.	.
1212	1	73	e.g	NN	e.g
1213	2	73	.	.	.
1214	1	74	BA	NNP	BA
1215	2	74	(	(	(
1216	3	74	Hons	NNP	Hons
1217	4	74	.	.	.
1218	5	74	)	)	)
1219	1	75	or	CC	or
1220	2	75	BA	NNP	BA
1221	3	75	hons	NNS	hons
1222	4	75	.	.	.
1223	1	76	)	)	)
1224	2	76	,	,	,
1225	3	76	an	DT	an
1226	4	76	extra	JJ	extra
1227	5	76	``	``	``
1228	6	76	postgraduate	NN	postgraduate
1229	7	76	''	''	''
1230	8	76	year	NN	year
1231	9	76	and	CC	and
1232	10	76	a	DT	a
1233	11	76	high	JJ	high
1234	12	76	research	NN	research
1235	13	76	honour	NN	honour
1236	14	76	's	POS	's
1237	15	76	thesis	NN	thesis
1238	16	76	must	MD	must
1239	17	76	be	VB	be
1240	18	76	completed	VBN	complete
1241	19	76	;	:	;
1242	20	76	see	VB	see
1243	21	76	Honours	NNP	Honours
1244	22	76	Degrees	NNP	Degrees
1245	23	76	.	.	.
1246	1	77	He	PRP	He
1247	2	77	thought	VBD	think
1248	3	77	it	PRP	it
1249	4	77	would	MD	would
1250	5	77	be	VB	be
1251	6	77	amusing	VBG	amuse
1252	7	77	(	(	(
1253	8	77	!	.	!
1254	9	77	)	)	)
1255	1	78	to	TO	to
1256	2	78	throw	VB	throw
1257	3	78	a	DT	a
1258	4	78	plastic	NN	plastic
1259	5	78	mouse	NN	mouse
1260	6	78	at	IN	at
1261	7	78	me	PRP	me
1262	8	78	.	.	.
1263	1	79	The	DT	The
1264	2	79	bus	NN	bus
1265	3	79	timetable	JJ	timetable
1266	4	79	purports	NNS	purport
1267	5	79	to	TO	to
1268	6	79	be	VB	be
1269	7	79	accurate	JJ	accurate
1270	8	79	(	(	(
1271	9	79	?	.	?
1272	10	79	)	)	)
1273	11	79	.	.	.
1274	1	80	Rule	NN	Rule
1275	2	80	1	CD	1
1276	3	80	.	.	.
1277	1	81	Read	VB	Read
1278	2	81	more	RBR	more
1279	3	81	in	IN	in
1280	4	81	Yahoo	NNP	Yahoo
1281	5	81	!	.	!
1282	1	82	Finance	NN	Finance
1283	2	82	.	.	.
1284	1	83	In	IN	In
1285	2	83	American	JJ	American
1286	3	83	transcriptions	NNS	transcription
1287	4	83	,	,	,
1288	5	83	hot	JJ	hot
1289	6	83	is	VBZ	be
1290	7	83	written	VBN	write
1291	8	83	as	IN	a
1292	9	83	hɑ	NN	hɑ
1293	10	83	:	:	:
1294	11	83	t.	NN	t.
1295	12	83	The	DT	The
1296	13	83	three	CD	three
1297	14	83	recipes	NNS	recipe
1298	15	83	for	IN	for
1299	16	83	success	NN	success
1300	17	83	:	:	:
1301	18	83	commitment	NN	commitment
1302	19	83	to	TO	to
1303	20	83	a	DT	a
1304	21	83	goal	NN	goal
1305	22	83	;	:	;
1306	23	83	tenacity	NN	tenacity
1307	24	83	on	IN	on
1308	25	83	the	DT	the
1309	26	83	field	NN	field
1310	27	83	;	:	;
1311	28	83	and	CC	and
1312	29	83	a	DT	a
1313	30	83	recipe	NN	recipe
1314	31	83	for	IN	for
1315	32	83	success	NN	success
1316	33	83	:	:	:
1317	34	83	)	)	)
1318	35	83	It	PRP	It
1319	36	83	's	VBZ	's
1320	37	83	very	RB	very
1321	38	83	difficult	JJ	difficult
1322	39	83	in	IN	in
1323	40	83	fact	NN	fact
1324	41	83	to	TO	to
1325	42	83	say	VB	say
1326	43	83	some	DT	some
1327	44	83	of	IN	of
1328	45	83	these	DT	these
1329	46	83	words	NNS	word
1330	47	83	in	IN	in
1331	48	83	their	PRP$	their
1332	49	83	'full	NN	'full
1333	50	83	'	''	'
1334	51	83	form	NN	form
1335	52	83	--	:	--
1336	53	83	try	VB	try
1337	54	83	pronouncing	VBG	pronounce
1338	55	83	the	DT	the
1339	56	83	second	JJ	second
1340	57	83	t	NN	t
1341	58	83	in	IN	in
1342	59	83	patients	NNS	patient
1343	60	83	,	,	,
1344	61	83	for	IN	for
1345	62	83	example	NN	example
1346	63	83	.	.	.
1347	1	84	.	.	.
1348	1	85	.	.	.
1349	1	86	.	.	.
1350	1	87	The	DT	The
1351	2	87	regard	NN	regard
1352	3	87	formerly	RB	formerly
1353	4	87	paid	VBD	pay
1354	5	87	to	TO	to
1355	6	87	pronunciation	NN	pronunciation
1356	7	87	has	VBZ	have
1357	8	87	been	VBN	be
1358	9	87	gradually	RB	gradually
1359	10	87	declining	VBG	decline
1360	11	87	;	:	;
1361	12	87	so	CC	so
1362	13	87	that	IN	that
1363	14	87	now	RB	now
1364	15	87	the	DT	the
1365	16	87	greatest	JJS	greatest
1366	17	87	improprieties	NNS	impropriety
1367	18	87	in	IN	in
1368	19	87	that	DT	that
1369	20	87	point	NN	point
1370	21	87	are	VBP	be
1371	22	87	to	TO	to
1372	23	87	be	VB	be
1373	24	87	found	VBN	find
1374	25	87	among	IN	among
1375	26	87	people	NNS	people
1376	27	87	of	IN	of
1377	28	87	fashion	NN	fashion
1378	29	87	;	:	;
1379	30	87	many	JJ	many
1380	31	87	pronunciations	NNS	pronunciation
1381	32	87	,	,	,
1382	33	87	which	WDT	which
1383	34	87	thirty	VBZ	thirty
1384	35	87	or	CC	or
1385	36	87	forty	CD	forty
1386	37	87	years	NNS	year
1387	38	87	ago	RB	ago
1388	39	87	were	VBD	be
1389	40	87	confined	VBN	confine
1390	41	87	to	TO	to
1391	42	87	the	DT	the
1392	43	87	vulgar	NN	vulgar
1393	44	87	,	,	,
1394	45	87	are	VBP	be
1395	46	87	gradually	RB	gradually
1396	47	87	gaining	VBG	gain
1397	48	87	ground	NN	ground
1398	49	87	;	:	;
1399	50	87	and	CC	and
1400	51	87	if	IN	if
1401	52	87	something	NN	something
1402	53	87	be	VB	be
1403	54	87	not	RB	not
1404	55	87	done	VBN	do
1405	56	87	to	TO	to
1406	57	87	stop	VB	stop
1407	58	87	this	DT	this
1408	59	87	growing	VBG	grow
1409	60	87	evil	NN	evil
1410	61	87	,	,	,
1411	62	87	and	CC	and
1412	63	87	fix	VB	fix
1413	64	87	a	DT	a
1414	65	87	general	JJ	general
1415	66	87	standard	NN	standard
1416	67	87	at	IN	at
1417	68	87	present	JJ	present
1418	69	87	,	,	,
1419	70	87	the	DT	the
1420	71	87	English	NNP	English
1421	72	87	is	VBZ	be
1422	73	87	likely	JJ	likely
1423	74	87	to	TO	to
1424	75	87	become	VB	become
1425	76	87	a	DT	a
1426	77	87	mere	JJ	mere
1427	78	87	jargon	NN	jargon
1428	79	87	,	,	,
1429	80	87	which	WDT	which
1430	81	87	every	DT	every
1431	82	87	one	CD	one
1432	83	87	may	MD	may
1433	84	87	pronounce	VB	pronounce
1434	85	87	as	IN	a
1435	86	87	he	PRP	he
1436	87	87	pleases	VBZ	please
1437	88	87	.	.	.
1438	1	88	``	``	``
1439	2	88	Old	NNP	Old
1440	3	88	nursery	NN	nursery
1441	4	88	rhymes	NN	rhyme
1442	5	88	can	MD	can
1443	6	88	.	.	.
1444	1	89	.	.	.
1445	1	90	.	.	.
1446	1	91	give	VB	give
1447	2	91	us	PRP	u
1448	3	91	nice	JJ	nice
1449	4	91	clues	NNS	clue
1450	5	91	about	IN	about
1451	6	91	earlier	JJR	earlier
1452	7	91	pronunciations	NNS	pronunciation
1453	8	91	.	.	.
1454	9	91	''	''	''
1455	1	92	They	PRP	They
1456	2	92	include	VBP	include
1457	3	92	such	JJ	such
1458	4	92	forms	NNS	form
1459	5	92	as	IN	a
1460	6	92	Feb'ry	NNP	Feb'ry
1461	7	92	for	IN	for
1462	8	92	February	NNP	February
1463	9	92	,	,	,
1464	10	92	and	CC	and
1465	11	92	lib'ry	NN	lib'ry
1466	12	92	for	IN	for
1467	13	92	library	NN	library
1468	14	92	.	.	.
1469	1	93	The	DT	The
1470	2	93	vertical	JJ	vertical
1471	3	93	line	NN	line
1472	4	93	(	(	(
1473	5	93	ˈ	NN	ˈ
1474	6	93	)	)	)
1475	7	93	is	VBZ	be
1476	8	93	used	VBN	use
1477	9	93	to	TO	to
1478	10	93	show	VB	show
1479	11	93	word	NN	word
1480	12	93	stress	NN	stress
1481	13	93	.	.	.
1482	1	94	In	IN	In
1483	2	94	American	JJ	American
1484	3	94	English	NNP	English
1485	4	94	,	,	,
1486	5	94	t	NN	t
1487	6	94	is	VBZ	be
1488	7	94	often	RB	often
1489	8	94	pronounced	VBN	pronounce
1490	9	94	as	IN	a
1491	10	94	a	DT	a
1492	11	94	flap	NN	flap
1493	12	94	t	NN	t
1494	13	94	,	,	,
1495	14	94	which	WDT	which
1496	15	94	sounds	VBZ	sound
1497	16	94	like	IN	like
1498	17	94	d	NN	d
1499	18	94	or	CC	or
1500	19	94	(	(	(
1501	20	94	more	RBR	more
1502	21	94	accurately	RB	accurately
1503	22	94	)	)	)
1504	23	94	like	IN	like
1505	24	94	the	DT	the
1506	25	94	quick	NN	quick
1507	26	94	,	,	,
1508	27	94	hard	JJ	hard
1509	28	94	r	NN	r
1510	29	94	heard	NN	heard
1511	30	94	in	IN	in
1512	31	94	the	DT	the
1513	32	94	Spanish	JJ	Spanish
1514	33	94	word	NN	word
1515	34	94	pero	NN	pero
1516	35	94	.	.	.
1517	1	95	In	IN	In
1518	2	95	spin	NN	spin
1519	3	95	,	,	,
1520	4	95	the	DT	the
1521	5	95	phoneme	NN	phoneme
1522	6	95	is	VBZ	be
1523	7	95	pronounced	JJ	pronounced
1524	8	95	“normally”	NN	“normally”
1525	9	95	;	:	;
1526	10	95	this	DT	this
1527	11	95	“normal	JJ	“normal
1528	12	95	p”	NN	p”
1529	13	95	sound	NN	sound
1530	14	95	is	VBZ	be
1531	15	95	represented	VBN	represent
1532	16	95	by	IN	by
1533	17	95	p	NN	p
1534	18	95	in	IN	in
1535	19	95	the	DT	the
1536	20	95	IPA	NNP	IPA
1537	21	95	.	.	.
1538	1	96	Often	RB	Often
1539	2	96	,	,	,
1540	3	96	slashes	NNS	slash
1541	4	96	are	VBP	be
1542	5	96	used	VBN	use
1543	6	96	to	TO	to
1544	7	96	signal	VB	signal
1545	8	96	broad	JJ	broad
1546	9	96	or	CC	or
1547	10	96	phonemic	JJ	phonemic
1548	11	96	transcription	NN	transcription
1549	12	96	;	:	;
1550	13	96	thus	RB	thus
1551	14	96	,	,	,
1552	15	96	/t/	NNP	/t/
1553	16	96	is	VBZ	be
1554	17	96	less	RBR	less
1555	18	96	specific	JJ	specific
1556	19	96	than	IN	than
1557	20	96	,	,	,
1558	21	96	and	CC	and
1559	22	96	could	MD	could
1560	23	96	refer	VB	refer
1561	24	96	to	TO	to
1562	25	96	,	,	,
1563	26	96	either	DT	either
1564	27	96	[	NNP	[
1565	28	96	t̺ʰ	NN	t̺ʰ
1566	29	96	]	NN	]
1567	30	96	or	CC	or
1568	31	96	[	VB	[
1569	32	96	t	JJ	t
1570	33	96	]	NNP	]
1571	34	96	,	,	,
1572	35	96	depending	VBG	depend
1573	36	96	on	IN	on
1574	37	96	the	DT	the
1575	38	96	context	NN	context
1576	39	96	and	CC	and
1577	40	96	language	NN	language
1578	41	96	.	.	.
1579	1	97	Hyperlinks	NNS	Hyperlinks
1580	2	97	are	VBP	be
1581	3	97	recognized	VBN	recognize
1582	4	97	as	IN	a
1583	5	97	one	CD	one
1584	6	97	unit	NN	unit
1585	7	97	(	(	(
1586	8	97	alaska.edu	JJ	alaska.edu
1587	9	97	,	,	,
1588	10	97	jmister	NN	jmister
1589	11	97	@	NNP	@
1590	12	97	gmail.com	NN	gmail.com
1591	13	97	)	)	)
1592	14	97	.	.	.
1593	1	98	Its	PRP$	Its
1594	2	98	principle	NN	principle
1595	3	98	is	VBZ	be
1596	4	98	based	VBN	base
1597	5	98	on	IN	on
1598	6	98	the	DT	the
1599	7	98	value	NN	value
1600	8	98	introduced	VBN	introduce
1601	9	98	by	IN	by
1602	10	98	Aumann	NNP	Aumann
1603	11	98	and	CC	and
1604	12	98	Shaplay	NNP	Shaplay
1605	13	98	and	CC	and
1606	14	98	reported	VBD	report
1607	15	98	on	IN	on
1608	16	98	slashdot.com	NN	slashdot.com
1609	17	98	in	IN	in
1610	18	98	game	NN	game
1611	19	98	theory	NN	theory
1612	20	98	.	.	.
1613	1	99	http	NN	http
1614	2	99	:	:	:
1615	3	99	//trib.al/svQd7iF	NN	//trib.al/svQd7iF
1616	4	99	Sadly	RB	Sadly
1617	5	99	Kanye	NNP	Kanye
1618	6	99	West	NNP	West
1619	7	99	missed	VBD	miss
1620	8	99	out	RP	out
1621	9	99	on	IN	on
1622	10	99	the	DT	the
1623	11	99	Billboard	NNP	Billboard
1624	12	99	charts	VBZ	chart
1625	13	99	He	PRP	He
1626	14	99	did	VBD	do
1627	15	99	respond	VB	respond
1628	16	99	to	TO	to
1629	17	99	a	DT	a
1630	18	99	TIDAL	NNP	TIDAL
1631	19	99	hater	NN	hater
1632	20	99	,	,	,
1633	21	99	though	IN	though
1634	22	99	http	NN	http
1635	23	99	:	:	:
1636	24	99	//on.vibe.com/20Txgpm	NN	//on.vibe.com/20Txgpm
1637	25	99	.	.	.
1638	1	100	Visit	NNP	Visit
1639	2	100	www.newegg.com	NN	www.newegg.com
1640	3	100	for	IN	for
1641	4	100	the	DT	the
1642	5	100	best	JJS	best
1643	6	100	deals	NNS	deal
1644	7	100	in	IN	in
1645	8	100	top	NN	top
1646	9	100	of	IN	of
1647	10	100	the	DT	the
1648	11	100	line	NN	line
1649	12	100	gadgets	NNS	gadget
1650	13	100	.	.	.
1651	1	101	Internet	NNP	Internet
1652	2	101	acronyms	NN	acronym
1653	3	101	,	,	,
1654	4	101	text	JJ	text
1655	5	101	message	NN	message
1656	6	101	jargon	NN	jargon
1657	7	101	,	,	,
1658	8	101	abbreviations	NNS	abbreviation
1659	9	101	,	,	,
1660	10	101	initialisms	NNS	initialisms
1661	11	101	,	,	,
1662	12	101	cyberslang	NN	cyberslang
1663	13	101	,	,	,
1664	14	101	leetspeak	NN	leetspeak
1665	15	101	,	,	,
1666	16	101	SMS	NNP	SMS
1667	17	101	code	NN	code
1668	18	101	,	,	,
1669	19	101	textese	JJ	textese
1670	20	101	-	:	-
1671	21	101	See	VB	See
1672	22	101	more	JJR	more
1673	23	101	at	IN	at
1674	24	101	:	:	:
1675	25	101	http	NN	http
1676	26	101	:	:	:
1677	27	101	//www.netlingo.com/acronyms.php	JJ	//www.netlingo.com/acronyms.php
1678	28	101	#	#	#
1679	29	101	sthash.suX04zyM.dpuf	NN	sthash.suX04zyM.dpuf
1680	30	101	,	,	,
1681	31	101	aka	VBZ	aka
1682	32	101	the	DT	the
1683	33	101	best	JJS	best
1684	34	101	site	NN	site
1685	35	101	on	IN	on
1686	36	101	the	DT	the
1687	37	101	internet	NN	internet
1688	38	101	.	.	.
1689	1	102	Try	VB	Try
1690	2	102	to	TO	to
1691	3	102	download	VB	download
1692	4	102	the	DT	the
1693	5	102	dmg	NN	dmg
1694	6	102	at	IN	at
1695	7	102	developer.apple.com/downloads	NNS	developer.apple.com/downloads
1696	8	102	(	(	(
1697	9	102	Command	NNP	Command
1698	10	102	line	NN	line
1699	11	102	tools	NNS	tool
1700	12	102	OS	NNP	OS
1701	13	102	X	NNP	X
1702	14	102	)	)	)
1703	15	102	for	IN	for
1704	16	102	XCode	NNP	XCode
1705	17	102	seven	CD	seven
1706	18	102	.	.	.
1707	1	103	“Yeah	NN	“Yeah
1708	2	103	,	,	,
1709	3	103	it	PRP	it
1710	4	103	was	VBD	be
1711	5	103	great	JJ	great
1712	6	103	,	,	,
1713	7	103	”	NNP	”
1714	8	103	he	PRP	he
1715	9	103	said	VBD	say
1716	10	103	sarcastically	RB	sarcastically
1717	11	103	.	.	.
1718	1	104	Professor	NNP	Professor
1719	2	104	Mark	NNP	Mark
1720	3	104	Serreze	NNP	Serreze
1721	4	104	PhD	NNP	PhD
1722	5	104	,	,	,
1723	6	104	the	DT	the
1724	7	104	center	NN	center
1725	8	104	's	POS	's
1726	9	104	director	NN	director
1727	10	104	,	,	,
1728	11	104	says	VBZ	say
1729	12	104	,	,	,
1730	13	104	``	``	``
1731	14	104	We	PRP	We
1732	15	104	've	VBP	've
1733	16	104	looked	VBN	look
1734	17	104	at	IN	at
1735	18	104	the	DT	the
1736	19	104	average	JJ	average
1737	20	104	January	NNP	January
1738	21	104	temperatures	NNS	temperature
1739	22	104	,	,	,
1740	23	104	and	CC	and
1741	24	104	we	PRP	we
1742	25	104	look	VBP	look
1743	26	104	at	IN	at
1744	27	104	what	WP	what
1745	28	104	we	PRP	we
1746	29	104	call	VBP	call
1747	30	104	the	DT	the
1748	31	104	925	CD	925
1749	32	104	millibar	NN	millibar
1750	33	104	level	NN	level
1751	34	104	,	,	,
1752	35	104	about	RB	about
1753	36	104	3,000	CD	3,000
1754	37	104	feet	NNS	foot
1755	38	104	up	RB	up
1756	39	104	in	IN	in
1757	40	104	the	DT	the
1758	41	104	atmosphere	NN	atmosphere
1759	42	104	.	.	.
1760	43	104	''	''	''
1761	1	105	The	DT	The
1762	2	105	headline	NN	headline
1763	3	105	read	NN	read
1764	4	105	:	:	:
1765	5	105	‘Local	JJ	‘Local
1766	6	105	Woman	NNP	Woman
1767	7	105	Saves	NNP	Saves
1768	8	105	Geese’	NNP	Geese’
1769	9	105	.	.	.
1770	1	106	I	PRP	I
1771	2	106	think	VBP	think
1772	3	106	they	PRP	they
1773	4	106	meant	VBP	mean
1774	5	106	“	NNS	“
1775	6	106	...	:	...
1776	7	106	finds	VBZ	find
1777	8	106	inspiration	NN	inspiration
1778	9	106	in	IN	in
1779	10	106	cooking	NN	cooking
1780	11	106	,	,	,
1781	12	106	her	PRP	her
1782	13	106	family	NN	family
1783	14	106	,	,	,
1784	15	106	and	CC	and
1785	16	106	her	PRP$	her
1786	17	106	dog	NN	dog
1787	18	106	,	,	,
1788	19	106	”	FW	”
1789	20	106	but	CC	but
1790	21	106	you	PRP	you
1791	22	106	never	RB	never
1792	23	106	can	MD	can
1793	24	106	be	VB	be
1794	25	106	sure	JJ	sure
1795	26	106	about	IN	about
1796	27	106	people	NNS	people
1797	28	106	.	.	.
1798	1	107	Other	JJ	Other
1799	2	107	than	IN	than
1800	3	107	to	TO	to
1801	4	107	indicate	VB	indicate
1802	5	107	dates	NNS	date
1803	6	107	or	CC	or
1804	7	107	to	TO	to
1805	8	107	separate	JJ	separate
1806	9	107	lines	NNS	line
1807	10	107	of	IN	of
1808	11	107	poetry	NN	poetry
1809	12	107	(	(	(
1810	13	107	``	``	``
1811	14	107	Celery	NNP	Celery
1812	15	107	,	,	,
1813	16	107	raw	JJ	raw
1814	17	107	/	NN	/
1815	18	107	Develops	VBZ	Develops
1816	19	107	the	DT	the
1817	20	107	jaw	NN	jaw
1818	21	107	''	''	''
1819	22	107	)	)	)
1820	23	107	,	,	,
1821	24	107	it	PRP	it
1822	25	107	has	VBZ	have
1823	26	107	few	JJ	few
1824	27	107	defensible	JJ	defensible
1825	28	107	uses	NNS	us
1826	29	107	.	.	.
1827	1	108	For	IN	For
1828	2	108	example	NN	example
1829	3	108	,	,	,
1830	4	108	/ˈkɒntrækt/	NNP	/ˈkɒntrækt/
1831	5	108	is	VBZ	be
1832	6	108	pronounced	VBN	pronounce
1833	7	108	with	IN	with
1834	8	108	a	DT	a
1835	9	108	hard	JJ	hard
1836	10	108	k.	NN	k.
1837	11	108	``	``	``
1838	12	108	Still	RB	Still
1839	13	108	,	,	,
1840	14	108	''	''	''
1841	15	108	she	PRP	she
1842	16	108	says	VBZ	say
1843	17	108	suspiciously	RB	suspiciously
1844	18	108	,	,	,
1845	19	108	``	``	``
